YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2007,Chandrapur,162.1,1384.0,98.16,28.09,12.14,2.04,46.42,10.81,0.55,51.93,2.9,1.1,0.03,18.88,8.61,Low,Low,High,Mixed Red & Black,50-100
2008,Chandrapur,181.9,658.0,98.16,27.56,12.17,1.99,46.36,9.11,0.54,52.67,3.03,1.06,0.03,18.29,8.34,Low,Low,High,Mixed Red & Black,50-100
2009,Chandrapur,179.8,345.0,98.15,28.77,11.91,1.98,46.98,10.57,0.56,50.62,2.81,1.11,0.03,19.16,8.69,Low,Low,High,Mixed Red & Black,50-100
2010,Chandrapur,148.3,1002.0,98.14,28.64,12.78,2.07,47.53,8.01,0.53,56.98,4.37,1.06,0.03,18.06,8.26,Low,Low,High,Mixed Red & Black,50-100
2011,Chandrapur,146.8,884.0,98.15,27.83,12.41,1.99,46.07,6.36,0.55,49.02,2.71,1.09,0.03,18.87,8.58,Low,Low,High,Mixed Red & Black,50-100
2012,Chandrapur,142.1,1021.0,98.14,28.07,11.83,2.12,47.44,6.22,0.54,53.28,3.53,1.05,0.03,18.24,8.27,Low,Low,High,Mixed Red & Black,50-100
2013,Chandrapur,142.1,622.0,98.15,27.63,13.02,2.22,48.67,9.85,0.51,56.18,4.55,1.0,0.03,17.2,7.84,Low,Low,High,Mixed Red & Black,50-100
2014,Chandrapur,126.2,510.0,98.26,28.27,12.48,2.15,47.38,8.32,0.53,54.13,2.71,1.05,0.03,18.18,8.27,Low,Low,High,Mixed Red & Black,50-100
2015,Chandrapur,117.1,507.0,98.31,28.23,12.76,2.08,47.37,7.56,0.54,51.78,3.2,1.06,0.03,18.54,8.42,Low,Low,High,Mixed Red & Black,50-100
2016,Chandrapur,108.5,998.0,98.21,28.01,12.49,2.17,46.7,7.9,0.54,55.2,3.72,1.06,0.03,18.37,8.34,Low,Low,High,Mixed Red & Black,50-100
2017,Chandrapur,65.9,941.0,98.21,28.27,11.96,2.01,47.12,8.74,0.55,49.95,2.93,1.08,0.03,18.82,8.5,Low,Low,High,Mixed Red & Black,50-100
2001,Bhopal,84.0,986.0,95.44,25.64,10.21,2.27,45.51,6.02,0.56,45.82,2.66,1.09,0.03,18.73,8.48,Medium ,Medium,High,Black,100-300
2002,Bhopal,84.7,916.0,95.47,26.58,9.74,2.48,45.7,5.58,0.58,41.86,2.44,1.1,0.03,19.15,8.64,Medium ,Medium,High,Black,100-300
2003,Bhopal,86.4,1065.0,95.49,25.6,10.87,2.4,45.55,5.62,0.56,45.56,3.39,1.08,0.03,18.54,8.39,Medium ,Medium,High,Black,100-300
2004,Bhopal,89.66,988.0,95.49,26.3,10.36,2.33,45.21,4.85,0.57,40.98,2.47,1.1,0.03,19.01,8.59,Medium ,Medium,High,Black,100-300
2005,Bhopal,90.62,1159.0,95.47,25.81,10.16,2.34,44.42,5.93,0.57,43.49,3.29,1.1,0.03,19.05,8.57,Medium ,Medium,High,Black,100-300
2006,Bhopal,92.32,1033.0,95.47,25.9,11.13,2.22,45.04,6.67,0.56,44.68,4.92,1.08,0.03,18.57,8.42,Medium ,Medium,High,Black,100-300
2007,Bhopal,96.1,1246.0,95.45,25.8,10.62,2.21,44.19,7.37,0.57,42.9,2.97,1.1,0.03,18.98,8.57,Medium ,Medium,High,Black,100-300
2008,Bhopal,104.0,1327.0,95.45,25.57,10.55,2.23,43.31,4.57,0.56,46.3,2.53,1.07,0.03,18.67,8.42,Medium ,Medium,High,Black,100-300
2009,Bhopal,103.3,1334.0,95.46,26.41,10.74,2.33,44.92,7.85,0.57,42.41,3.07,1.09,0.03,19.02,8.57,Medium ,Medium,High,Black,100-300
2010,Bhopal,106.8,1410.0,95.44,26.36,11.25,2.23,45.81,5.54,0.57,47.22,2.53,1.1,0.03,18.98,8.59,Medium ,Medium,High,Black,100-300
2011,Bhopal,107.3,1151.0,95.43,25.55,10.99,2.22,45.45,3.14,0.55,43.6,4.14,1.06,0.03,18.36,8.31,Medium ,Medium,High,Black,100-300
2012,Bhopal,110.46,1453.0,95.43,25.62,10.24,2.45,44.71,3.99,0.55,46.56,3.11,1.05,0.03,18.32,8.26,Medium ,Medium,High,Black,100-300
2013,Bhopal,114.25,635.0,95.44,25.22,11.47,2.41,45.85,3.47,0.53,48.62,4.43,1.01,0.03,17.47,7.9,Medium ,Medium,High,Black,100-300
2014,Bhopal,110.0,1036.0,95.54,25.92,10.87,2.49,46.79,4.2,0.56,46.68,2.8,1.07,0.03,18.63,8.41,Medium ,Medium,High,Black,100-300
2015,Bhopal,97.0,629.0,95.59,25.75,10.98,2.42,45.79,4.74,0.54,46.2,3.56,1.04,0.03,18.08,8.17,Medium ,Medium,High,Black,100-300
2016,Bhopal,88.0,1023.0,95.5,25.88,10.72,2.31,47.18,4.4,0.55,47.94,4.22,1.05,0.03,18.3,8.24,Medium ,Medium,High,Black,100-300
2017,Bhopal,95.2,982.0,95.49,26.35,10.33,2.32,45.93,3.06,0.56,44.23,2.37,1.06,0.03,18.57,8.35,Medium ,Medium,High,Black,100-300
2001,Jalna,5.1,765.0,94.56,26.9,10.47,2.63,44.31,9.85,0.57,44.74,1.73,1.12,0.03,19.33,8.75,Low,Low,High,Black,100-300
2002,Jalna,6.2,1645.0,94.61,27.62,10.19,2.77,44.75,8.85,0.57,41.71,1.68,1.12,0.03,19.36,8.77,Low,Low,High,Black,100-300
2003,Jalna,11.7,1265.0,94.6,27.62,10.72,2.75,43.89,8.46,0.58,43.96,1.68,1.15,0.03,19.71,8.91,Low,Low,High,Black,100-300
2004,Jalna,15.9,943.0,94.62,26.89,10.83,2.66,42.89,9.34,0.58,42.22,1.9,1.15,0.03,19.76,8.95,Low,Low,High,Black,100-300
2005,Jalna,30.2,1182.0,94.59,26.03,10.91,2.62,43.39,9.1,0.57,45.14,2.84,1.12,0.03,19.24,8.7,Low,Low,High,Black,100-300
2006,Jalna,30.6,1203.0,94.61,26.13,11.59,2.49,43.03,8.5,0.56,45.71,3.33,1.1,0.03,19.0,8.59,Low,Low,High,Black,100-300
2007,Jalna,34.7,1303.0,94.56,26.51,11.17,2.48,43.41,10.22,0.58,43.5,2.26,1.13,0.03,19.6,8.85,Low,Low,High,Black,100-300
2008,Jalna,37.4,615.0,94.56,26.9,10.66,2.62,43.07,8.36,0.57,43.59,1.73,1.1,0.03,19.23,8.66,Low,Low,High,Black,100-300
2009,Jalna,39.3,1161.0,94.58,27.28,10.94,2.6,43.55,9.68,0.57,42.54,2.16,1.12,0.03,19.47,8.75,Low,Low,High,Black,100-300
2010,Jalna,49.3,1622.0,94.55,26.84,12.11,2.47,44.87,7.47,0.55,50.29,2.58,1.1,0.03,18.85,8.56,Low,Low,High,Black,100-300
2011,Jalna,60.3,1493.0,94.54,26.54,11.0,2.52,42.83,6.81,0.56,42.92,2.01,1.1,0.03,19.12,8.6,Low,Low,High,Black,100-300
2012,Jalna,62.4,699.0,94.55,27.12,10.43,2.75,41.98,8.29,0.56,44.8,1.67,1.1,0.03,19.12,8.58,Low,Low,High,Black,100-300
2013,Jalna,74.6,1657.0,94.55,26.36,11.6,2.79,43.37,8.22,0.54,47.49,2.38,1.05,0.03,18.26,8.23,Low,Low,High,Black,100-300
2014,Jalna,109.3,369.0,94.66,27.02,11.31,2.61,42.84,7.5,0.56,45.58,1.86,1.09,0.03,18.97,8.55,Low,Low,High,Black,100-300
2015,Jalna,120.2,478.0,94.7,27.38,11.15,2.51,43.67,8.33,0.56,44.57,2.2,1.09,0.03,19.06,8.58,Low,Low,High,Black,100-300
2016,Jalna,112.8,1520.0,94.63,26.86,10.76,2.56,44.36,8.46,0.55,47.22,2.2,1.08,0.03,18.88,8.48,Low,Low,High,Black,100-300
2017,Jalna,115.4,698.0,94.62,26.82,10.74,2.51,42.78,8.75,0.57,46.89,2.33,1.1,0.03,19.33,8.65,Low,Low,High,Black,100-300
2001,Latur,14.1,730.0,94.67,26.96,11.16,2.62,44.31,9.56,0.55,51.92,2.17,1.11,0.03,18.86,8.57,Low,Low,High,Black,100-300
2002,Latur,21.6,1153.0,94.72,27.8,10.87,2.65,43.57,8.75,0.57,47.19,2.02,1.14,0.03,19.39,8.81,Low,Low,High,Black,100-300
2003,Latur,112.2,1081.0,94.71,28.18,11.09,2.71,43.94,9.77,0.57,51.74,1.67,1.15,0.03,19.48,8.85,Low,Low,High,Black,100-300
2004,Latur,152.8,582.0,94.73,26.89,11.49,2.62,43.22,9.3,0.58,46.33,2.2,1.16,0.03,19.75,8.97,Low,Low,High,Black,100-300
2005,Latur,173.1,1443.0,94.7,26.45,11.68,2.6,43.59,9.2,0.56,49.54,2.94,1.12,0.03,19.1,8.67,Low,Low,High,Black,100-300
2006,Latur,155.4,279.0,94.72,26.33,12.11,2.53,43.0,8.29,0.56,49.71,2.84,1.12,0.03,19.01,8.62,Low,Low,High,Black,100-300
2007,Latur,183.0,1167.0,94.67,27.13,11.36,2.5,43.56,10.28,0.57,49.03,2.18,1.14,0.03,19.49,8.83,Low,Low,High,Black,100-300
2008,Latur,211.1,431.0,94.67,26.77,11.43,2.59,43.32,8.9,0.56,48.99,2.49,1.11,0.03,19.23,8.69,Low,Low,High,Black,100-300
2009,Latur,217.7,655.0,94.68,27.54,11.34,2.59,43.67,9.94,0.57,48.02,2.19,1.13,0.03,19.51,8.8,Low,Low,High,Black,100-300
2010,Latur,194.5,2220.0,94.66,27.39,12.38,2.47,44.58,8.2,0.55,55.85,2.86,1.1,0.03,18.65,8.49,Low,Low,High,Black,100-300
2011,Latur,265.4,1648.0,94.65,27.16,11.34,2.66,42.95,7.78,0.56,47.26,1.85,1.11,0.03,19.13,8.62,Low,Low,High,Black,100-300
2012,Latur,265.4,2356.0,94.65,27.62,10.83,2.66,43.29,9.73,0.56,51.23,1.83,1.11,0.03,19.06,8.58,Low,Low,High,Black,100-300
2013,Latur,308.4,2174.0,94.66,26.91,12.13,2.72,43.55,9.95,0.53,52.96,2.64,1.06,0.03,18.29,8.27,Low,Low,High,Black,100-300
2014,Latur,336.8,624.0,94.76,27.54,11.7,2.54,42.97,8.38,0.55,51.85,2.06,1.09,0.03,18.82,8.49,Low,Low,High,Black,100-300
2015,Latur,340.8,320.0,94.8,28.32,11.29,2.57,44.54,8.91,0.56,49.74,1.61,1.1,0.03,19.09,8.6,Low,Low,High,Black,100-300
2016,Latur,370.3,804.0,94.73,27.6,11.07,2.53,43.55,9.76,0.54,51.3,2.09,1.07,0.03,18.62,8.37,Low,Low,High,Black,100-300
2017,Latur,392.8,1184.0,94.72,27.94,10.67,2.47,43.68,9.27,0.57,50.54,1.74,1.12,0.03,19.41,8.7,Low,Low,High,Black,100-300
2001,Gadchiroli,2.2,1182.0,98.03,27.29,12.47,1.66,47.19,9.22,0.52,58.83,3.09,1.05,0.03,17.61,8.1,Low,Low,High,Mixed Red & Black,50-100
2002,Gadchiroli,2.8,893.0,98.07,27.92,11.93,1.78,47.56,9.38,0.55,53.03,3.0,1.11,0.03,18.78,8.63,Low,Low,High,Mixed Red & Black,50-100
2003,Gadchiroli,2.7,1333.0,98.08,27.78,12.6,1.76,48.53,9.01,0.53,58.82,3.97,1.09,0.03,18.16,8.37,Low,Low,High,Mixed Red & Black,50-100
2004,Gadchiroli,3.1,1000.0,98.11,27.36,12.6,1.72,46.14,8.31,0.55,52.03,2.72,1.11,0.03,18.68,8.58,Low,Low,High,Mixed Red & Black,50-100
2005,Gadchiroli,3.1,581.0,98.07,27.2,12.6,1.63,47.04,8.5,0.53,57.72,4.27,1.08,0.03,18.16,8.34,Low,Low,High,Mixed Red & Black,50-100
2006,Gadchiroli,3.4,1235.0,98.1,27.25,13.11,1.61,45.5,8.39,0.54,53.67,4.07,1.09,0.03,18.36,8.44,Low,Low,High,Mixed Red & Black,50-100
2007,Gadchiroli,3.9,1077.0,98.05,27.54,12.45,1.64,46.53,10.45,0.55,53.09,3.41,1.1,0.03,18.68,8.57,Low,Low,High,Mixed Red & Black,50-100
2008,Gadchiroli,8.2,744.0,98.05,27.06,12.46,1.6,45.99,9.89,0.53,54.71,3.43,1.05,0.03,17.93,8.21,Low,Low,High,Mixed Red & Black,50-100
2009,Gadchiroli,8.7,360.0,98.04,28.25,12.17,1.58,46.81,10.78,0.56,51.73,3.17,1.11,0.03,19.07,8.7,Low,Low,High,Mixed Red & Black,50-100
2010,Gadchiroli,7.5,920.0,98.03,28.16,12.99,1.64,47.48,8.12,0.52,59.55,4.92,1.06,0.03,17.85,8.23,Low,Low,High,Mixed Red & Black,50-100
2011,Gadchiroli,5.9,1222.0,98.04,27.27,12.71,1.59,45.39,6.94,0.55,50.55,3.19,1.09,0.03,18.65,8.51,Low,Low,High,Mixed Red & Black,50-100
2012,Gadchiroli,5.2,1219.0,98.02,27.58,12.16,1.69,47.32,6.65,0.53,55.11,4.27,1.05,0.03,17.95,8.19,Low,Low,High,Mixed Red & Black,50-100
2013,Gadchiroli,5.2,731.0,98.03,27.13,13.28,1.74,48.27,9.75,0.5,57.97,5.04,1.0,0.03,16.99,7.79,Low,Low,High,Mixed Red & Black,50-100
2014,Gadchiroli,4.4,682.0,98.15,27.47,12.84,1.69,47.42,8.7,0.52,56.35,3.26,1.04,0.03,17.79,8.13,Low,Low,High,Mixed Red & Black,50-100
2015,Gadchiroli,3.5,429.0,98.2,27.56,13.07,1.64,47.12,8.23,0.53,54.93,3.53,1.05,0.03,18.1,8.26,Low,Low,High,Mixed Red & Black,50-100
2016,Gadchiroli,2.1,857.0,98.1,27.52,12.8,1.74,46.61,8.83,0.53,56.45,4.04,1.06,0.03,18.13,8.28,Low,Low,High,Mixed Red & Black,50-100
2017,Gadchiroli,0.2,1500.0,98.1,27.63,12.28,1.6,46.39,9.05,0.55,50.2,3.34,1.08,0.03,18.65,8.47,Low,Low,High,Mixed Red & Black,50-100
2001,Sindhudurg,0.0,0.0,98.77,27.38,15.15,3.01,39.25,17.18,0.54,54.47,4.48,1.11,0.03,18.65,8.59,Medium,Low,Low,Alluvial,300
2002,Sindhudurg,0.0,0.0,98.82,27.79,15.53,2.84,40.28,16.34,0.55,53.27,4.84,1.12,0.03,18.91,8.7,Medium,Low,Low,Alluvial,300
2003,Sindhudurg,0.0,0.0,98.81,28.11,15.5,2.83,39.99,17.09,0.55,54.08,4.44,1.12,0.03,18.96,8.72,Medium,Low,Low,Alluvial,300
2004,Sindhudurg,0.0,0.0,98.81,27.49,15.34,2.9,40.59,16.92,0.55,53.0,5.26,1.12,0.03,18.84,8.67,Medium,Low,Low,Alluvial,300
2005,Sindhudurg,0.0,0.0,98.8,27.18,15.42,2.95,40.1,16.2,0.54,53.32,7.42,1.11,0.03,18.76,8.62,Medium,Low,Low,Alluvial,300
2006,Sindhudurg,0.0,0.0,98.8,27.23,15.62,2.98,40.07,16.05,0.54,53.96,7.69,1.11,0.03,18.76,8.63,Medium,Low,Low,Alluvial,300
2007,Sindhudurg,0.0,0.0,98.75,27.35,15.85,2.9,39.65,15.37,0.53,55.34,8.34,1.09,0.03,18.36,8.46,Medium,Low,Low,Alluvial,300
2008,Sindhudurg,0.0,0.0,98.75,27.18,15.4,2.85,38.52,14.81,0.55,53.34,5.82,1.11,0.03,19.01,8.72,Medium,Low,Low,Alluvial,300
2009,Sindhudurg,0.0,0.0,98.77,27.69,15.92,2.87,41.46,17.19,0.54,53.18,6.58,1.09,0.03,18.55,8.51,Medium,Low,Low,Alluvial,300
2010,Sindhudurg,0.0,0.0,98.74,27.57,16.49,2.72,41.07,15.3,0.52,58.13,7.82,1.07,0.03,17.97,8.3,Medium,Low,Low,Alluvial,300
2011,Sindhudurg,0.0,0.0,98.74,27.2,15.48,2.93,40.07,15.65,0.53,52.89,6.66,1.07,0.03,18.39,8.4,Medium,Low,Low,Alluvial,300
2012,Sindhudurg,0.0,0.0,98.77,27.45,15.23,2.88,40.45,15.99,0.55,52.29,5.61,1.1,0.03,18.89,8.63,Medium,Low,Low,Alluvial,300
2013,Sindhudurg,0.0,0.0,98.78,27.33,15.54,3.05,39.54,16.13,0.53,53.47,6.4,1.08,0.03,18.44,8.46,Medium,Low,Low,Alluvial,300
2014,Sindhudurg,0.0,0.0,98.83,27.57,15.65,2.81,41.12,16.47,0.54,53.49,6.25,1.09,0.03,18.64,8.54,Medium,Low,Low,Alluvial,300
2015,Sindhudurg,0.0,0.0,98.88,27.74,15.81,2.64,39.16,15.29,0.55,53.37,4.73,1.11,0.03,19.03,8.73,Medium,Low,Low,Alluvial,300
2016,Sindhudurg,-1.0,-1.0,98.85,27.43,15.26,2.91,40.37,15.58,0.52,54.66,7.55,1.06,0.03,18.12,8.29,Medium,Low,Low,Alluvial,300
2017,Sindhudurg,-1.0,-1.0,98.81,27.57,15.58,2.75,40.67,16.24,0.55,46.84,5.71,1.11,0.03,19.03,8.69,Medium,Low,Low,Alluvial,300
2001,Dindori,3.5,771.0,92.89,23.73,10.65,2.21,43.55,4.18,0.53,54.4,3.95,1.03,0.03,17.59,7.96,Medium ,High,Medium,Red,25-50
2002,Dindori,3.7,649.0,92.93,24.19,10.14,2.24,44.08,4.86,0.55,50.17,2.77,1.07,0.03,18.36,8.29,Medium ,High,Medium,Red,25-50
2003,Dindori,4.2,762.0,92.95,23.85,10.91,2.18,44.75,3.64,0.53,54.78,3.81,1.05,0.03,17.74,8.04,Medium ,High,Medium,Red,25-50
2004,Dindori,4.46,780.0,92.96,23.24,10.97,2.03,42.51,3.45,0.55,48.1,3.4,1.08,0.03,18.5,8.34,Medium ,High,Medium,Red,25-50
2005,Dindori,4.91,517.0,92.94,23.5,10.66,2.05,43.79,5.4,0.54,52.58,3.9,1.04,0.03,17.9,8.06,Medium ,High,Medium,Red,25-50
2006,Dindori,5.13,595.0,92.94,24.22,10.95,2.12,42.47,4.74,0.54,50.93,2.77,1.05,0.03,17.89,8.1,Medium ,High,Medium,Red,25-50
2007,Dindori,5.4,630.0,92.92,23.66,10.78,2.06,43.43,6.67,0.54,49.33,3.27,1.05,0.03,18.05,8.14,Medium ,High,Medium,Red,25-50
2008,Dindori,5.5,636.0,92.9,23.51,10.74,2.02,42.61,2.89,0.54,50.58,3.29,1.04,0.03,17.94,8.07,Medium ,High,Medium,Red,25-50
2009,Dindori,5.8,655.0,92.92,24.85,10.33,2.05,43.65,7.41,0.56,47.52,2.49,1.07,0.03,18.56,8.33,Medium ,High,Medium,Red,25-50
2010,Dindori,6.4,859.0,92.92,24.86,10.91,1.97,44.11,5.31,0.55,52.05,2.81,1.07,0.03,18.35,8.28,Medium ,High,Medium,Red,25-50
2011,Dindori,9.5,537.0,92.89,23.43,11.19,1.95,42.51,1.59,0.53,48.02,3.89,1.02,0.03,17.6,7.94,Medium ,High,Medium,Red,25-50
2012,Dindori,6.73,600.0,92.88,23.51,10.48,2.12,44.39,2.72,0.53,50.84,3.31,1.03,0.03,17.77,7.97,Medium ,High,Medium,Red,25-50
2013,Dindori,7.22,801.0,92.89,23.37,11.55,2.04,44.61,1.61,0.51,53.26,4.63,1.0,0.03,17.16,7.73,Medium ,High,Medium,Red,25-50
2014,Dindori,10.0,1100.0,92.99,23.22,11.43,2.09,45.51,2.98,0.53,53.29,3.52,1.02,0.03,17.67,7.96,Medium ,High,Medium,Red,25-50
2015,Dindori,10.0,1100.0,93.05,23.75,11.41,2.02,44.17,3.47,0.53,52.21,2.94,1.01,0.03,17.63,7.92,Medium ,High,Medium,Red,25-50
2016,Dindori,10.0,1300.0,92.95,24.12,11.09,1.98,43.39,3.96,0.53,53.92,3.45,1.01,0.03,17.58,7.9,Medium ,High,Medium,Red,25-50
2017,Dindori,9.5,1151.0,92.95,24.58,10.62,1.98,43.82,2.56,0.55,47.07,2.79,1.05,0.03,18.31,8.21,Medium ,High,Medium,Red,25-50
2001,Harda,146.6,1194.0,97.1,27.33,10.38,2.25,46.58,7.06,0.56,48.66,2.21,1.09,0.03,18.58,8.46,Medium ,Medium,High,Black,100-300
2002,Harda,150.5,832.0,97.14,27.89,10.07,2.45,47.46,7.33,0.57,43.3,2.29,1.1,0.03,18.95,8.59,Medium ,Medium,High,Black,100-300
2003,Harda,152.3,1326.0,97.16,27.02,11.28,2.38,46.7,7.24,0.55,47.08,3.57,1.09,0.03,18.53,8.43,Medium ,Medium,High,Black,100-300
2004,Harda,152.98,408.0,97.15,27.72,10.65,2.33,46.51,7.19,0.57,42.74,2.36,1.11,0.03,19.13,8.68,Medium ,Medium,High,Black,100-300
2005,Harda,162.18,1809.0,97.13,27.26,10.36,2.31,46.06,7.7,0.57,45.69,2.94,1.1,0.03,18.91,8.55,Medium ,Medium,High,Black,100-300
2006,Harda,160.55,1663.0,97.14,27.16,11.52,2.19,46.52,7.94,0.55,47.88,4.63,1.07,0.03,18.39,8.38,Medium ,Medium,High,Black,100-300
2007,Harda,167.9,1395.0,97.11,27.34,10.89,2.16,45.89,9.69,0.57,48.56,2.85,1.11,0.03,19.06,8.64,Medium ,Medium,High,Black,100-300
2008,Harda,168.9,1256.0,97.1,27.41,10.44,2.24,45.1,6.0,0.56,50.18,2.03,1.07,0.03,18.61,8.42,Medium ,Medium,High,Black,100-300
2009,Harda,172.8,1686.0,97.12,27.81,11.06,2.27,46.29,9.27,0.57,46.76,3.14,1.09,0.03,18.96,8.56,Medium ,Medium,High,Black,100-300
2010,Harda,171.5,1836.0,97.1,27.72,11.81,2.19,47.21,7.4,0.56,51.64,2.67,1.1,0.03,18.8,8.55,Medium ,Medium,High,Black,100-300
2011,Harda,171.7,1383.0,97.08,27.16,11.04,2.21,46.78,4.39,0.55,49.09,3.3,1.06,0.03,18.32,8.31,Medium ,Medium,High,Black,100-300
2012,Harda,178.83,1208.0,97.09,27.14,10.56,2.46,45.94,6.25,0.55,51.51,3.03,1.05,0.03,18.25,8.25,Medium ,Medium,High,Black,100-300
2013,Harda,177.47,267.0,97.1,26.67,11.78,2.41,47.32,5.18,0.51,53.54,4.23,1.0,0.03,17.18,7.79,Medium ,Medium,High,Black,100-300
2014,Harda,176.0,1347.0,97.21,27.69,11.06,2.45,47.28,6.13,0.55,51.17,2.62,1.07,0.03,18.45,8.35,Medium ,Medium,High,Black,100-300
2015,Harda,149.0,544.0,97.26,27.32,11.23,2.34,47.64,6.69,0.54,50.26,3.67,1.04,0.03,18.09,8.19,Medium ,Medium,High,Black,100-300
2016,Harda,141.0,1518.0,97.17,27.23,10.86,2.3,48.88,6.01,0.55,54.23,4.01,1.05,0.03,18.27,8.25,Medium ,Medium,High,Black,100-300
2017,Harda,96.41,752.0,97.16,27.43,10.71,2.23,47.22,5.23,0.56,45.86,2.71,1.08,0.03,18.77,8.45,Medium ,Medium,High,Black,100-300
2001,Barwani,27.8,482.0,96.98,27.83,10.19,2.59,45.51,7.19,0.57,38.83,1.37,1.11,0.03,19.16,8.68,Medium ,Medium,High,Black,100-300
2002,Barwani,20.9,569.0,97.04,27.89,10.22,2.75,47.21,7.69,0.57,35.56,1.65,1.11,0.03,19.21,8.71,Medium ,Medium,High,Black,100-300
2003,Barwani,25.5,753.0,97.04,26.96,11.45,2.61,44.99,7.45,0.57,38.52,2.84,1.11,0.03,19.11,8.67,Medium ,Medium,High,Black,100-300
2004,Barwani,26.88,528.0,97.04,27.32,11.02,2.59,44.51,8.46,0.57,40.31,2.11,1.12,0.03,19.21,8.72,Medium ,Medium,High,Black,100-300
2005,Barwani,30.99,356.0,97.02,26.94,10.63,2.49,45.05,8.32,0.58,38.36,2.4,1.12,0.03,19.38,8.75,Medium ,Medium,High,Black,100-300
2006,Barwani,29.57,355.0,97.03,27.09,11.6,2.46,45.26,8.52,0.56,39.62,2.94,1.09,0.03,18.74,8.51,Medium ,Medium,High,Black,100-300
2007,Barwani,29.7,414.0,96.99,27.23,11.23,2.38,45.46,10.17,0.57,38.64,2.44,1.11,0.03,19.25,8.73,Medium ,Medium,High,Black,100-300
2008,Barwani,31.2,442.0,96.99,27.45,10.51,2.55,44.77,7.01,0.56,39.67,1.59,1.08,0.03,18.89,8.52,Medium ,Medium,High,Black,100-300
2009,Barwani,31.4,465.0,97.01,27.98,11.2,2.57,46.05,9.24,0.58,36.29,2.32,1.11,0.03,19.4,8.74,Medium ,Medium,High,Black,100-300
2010,Barwani,33.1,502.0,96.98,27.55,12.18,2.43,46.4,7.51,0.56,43.83,2.43,1.1,0.03,18.89,8.59,Medium ,Medium,High,Black,100-300
2011,Barwani,28.4,335.0,96.97,27.18,11.04,2.48,44.31,5.81,0.56,37.19,2.25,1.08,0.03,18.82,8.5,Medium ,Medium,High,Black,100-300
2012,Barwani,37.51,2051.0,96.99,27.03,10.74,2.72,43.67,5.79,0.56,40.62,2.04,1.07,0.03,18.79,8.46,Medium ,Medium,High,Black,100-300
2013,Barwani,37.89,1046.0,96.99,26.29,11.82,2.66,44.83,6.47,0.53,44.57,3.35,1.03,0.03,17.82,8.06,Medium ,Medium,High,Black,100-300
2014,Barwani,180.0,1333.0,97.1,27.54,11.18,2.6,45.81,6.82,0.56,39.26,2.05,1.08,0.03,18.87,8.53,Medium ,Medium,High,Black,100-300
2015,Barwani,34.0,1088.0,97.14,27.37,11.33,2.5,45.35,7.08,0.56,40.17,2.65,1.06,0.03,18.69,8.43,Medium ,Medium,High,Black,100-300
2016,Barwani,36.0,1417.0,97.07,27.37,10.75,2.52,47.24,6.84,0.55,43.55,2.01,1.07,0.03,18.64,8.42,Medium ,Medium,High,Black,100-300
2017,Barwani,35.6,1400.0,97.05,27.52,10.77,2.49,44.51,6.76,0.56,40.81,1.98,1.07,0.03,18.8,8.46,Medium ,Medium,High,Black,100-300
2001,Katni,0.1,1000.0,96.24,25.18,10.9,2.04,45.74,5.67,0.55,48.94,3.59,1.05,0.03,18.19,8.2,Medium ,Low,High,Black,100-300
2002,Katni,0.1,1000.0,96.26,25.83,10.33,2.14,46.45,5.81,0.56,45.61,2.95,1.06,0.03,18.5,8.32,Medium ,Low,High,Black,100-300
2003,Katni,0.1,1000.0,96.29,25.29,11.17,2.05,47.02,4.72,0.54,50.32,4.01,1.04,0.03,17.88,8.07,Medium ,Low,High,Black,100-300
2004,Katni,0.11,909.0,96.29,25.23,11.0,1.98,45.63,5.46,0.56,44.69,2.93,1.08,0.03,18.72,8.42,Medium ,Low,High,Black,100-300
2005,Katni,0.04,750.0,96.28,25.2,10.81,2.01,45.85,6.43,0.56,47.52,4.1,1.06,0.03,18.48,8.28,Medium ,Low,High,Black,100-300
2006,Katni,0.29,345.0,96.27,26.26,10.93,2.04,45.38,6.32,0.55,47.72,2.33,1.06,0.03,18.18,8.21,Medium ,Low,High,Black,100-300
2007,Katni,0.7,286.0,96.26,25.76,10.74,1.99,45.44,7.5,0.56,46.49,2.3,1.06,0.03,18.46,8.3,Medium ,Low,High,Black,100-300
2008,Katni,0.5,600.0,96.25,25.26,11.01,1.91,44.22,4.63,0.55,47.33,2.76,1.04,0.03,18.26,8.18,Medium ,Low,High,Black,100-300
2009,Katni,0.3,667.0,96.25,26.46,10.57,2.01,45.32,7.06,0.57,43.81,2.41,1.07,0.03,18.76,8.4,Medium ,Low,High,Black,100-300
2010,Katni,0.4,750.0,96.25,26.47,11.08,1.85,46.23,5.65,0.56,49.05,2.66,1.08,0.03,18.66,8.39,Medium ,Low,High,Black,100-300
2011,Katni,0.4,500.0,96.23,25.24,11.28,1.84,45.45,2.58,0.54,45.76,3.35,1.04,0.03,18.08,8.14,Medium ,Low,High,Black,100-300
