YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2016,Satara,67.2,1813.0,95.18,25.55,12.83,2.69,47.79,18.62,8.43,24.67,7.27,66.15,0.67,0.66,31.81,Low,Low,Low,Black,100-300
2017,Satara,69.7,1844.0,95.15,25.55,13.11,2.53,48.17,19.29,8.7,24.73,6.32,67.29,0.69,0.68,32.25,Low,Low,Low,Black,100-300
1990,Sangli,16.3,1448.0,93.87,25.36,12.24,3.45,60.43,18.27,9.25,24.27,3.05,64.6,0.66,0.66,30.87,Low,Low,High,Black,100-300
1991,Sangli,18.0,1189.0,93.87,25.93,11.95,3.12,58.94,18.61,9.45,24.77,2.9,61.39,0.65,0.65,34.84,Low,Low,High,Black,100-300
1992,Sangli,41.0,1756.0,93.89,25.89,11.48,3.11,57.15,19.09,9.71,24.68,2.61,59.42,0.63,0.63,31.39,Low,Low,High,Black,100-300
1993,Sangli,51.7,1590.0,93.9,25.33,11.9,3.27,58.98,19.22,9.76,24.31,3.23,62.63,0.66,0.66,32.73,Low,Low,High,Black,100-300
1994,Sangli,44.4,1507.0,93.86,25.33,12.24,3.39,56.11,19.21,9.72,24.23,2.9,64.68,0.65,0.65,32.5,Low,Low,High,Black,100-300
1995,Sangli,46.9,1989.0,93.84,25.86,12.22,2.99,54.53,18.96,9.66,24.6,2.37,63.13,0.62,0.62,31.1,Low,Low,High,Black,100-300
1996,Sangli,49.3,2231.0,93.81,25.53,12.1,3.08,52.73,18.86,9.58,24.39,3.15,63.86,0.66,0.66,31.42,Low,Low,High,Black,100-300
1997,Sangli,48.0,1206.0,93.94,25.8,12.44,3.0,48.86,18.89,9.61,24.61,3.0,64.34,0.64,0.64,32.26,Low,Low,High,Black,100-300
1998,Sangli,56.2,1763.0,93.85,25.82,12.86,3.07,49.92,18.69,9.57,24.63,3.41,66.28,0.68,0.68,33.17,Low,Low,High,Black,100-300
1999,Sangli,56.7,2257.0,93.81,25.44,11.91,3.18,46.86,19.36,9.81,24.39,2.51,62.08,0.64,0.64,32.28,Low,Low,High,Black,100-300
2000,Sangli,58.7,2639.0,93.79,25.64,11.84,3.09,44.79,19.46,9.84,24.54,2.49,60.94,0.63,0.63,31.87,Low,Low,High,Black,100-300
2001,Sangli,60.1,1541.0,93.84,25.94,11.96,3.3,51.86,19.05,8.68,24.69,2.03,61.46,0.6,0.61,30.48,Low,Low,High,Black,100-300
2002,Sangli,61.9,1674.0,93.89,26.6,11.94,3.14,49.88,19.32,8.81,25.29,1.96,59.35,0.59,0.59,32.85,Low,Low,High,Black,100-300
2003,Sangli,40.8,1963.0,93.88,27.09,11.89,3.11,51.01,19.55,8.91,25.67,1.63,58.13,0.59,0.59,29.9,Low,Low,High,Black,100-300
2004,Sangli,82.6,1817.0,93.89,25.92,12.01,3.18,47.43,19.41,8.85,24.79,2.38,61.25,0.62,0.62,30.94,Low,Low,High,Black,100-300
2005,Sangli,72.4,1354.0,93.86,25.56,12.32,3.13,51.47,18.95,8.63,24.5,3.14,63.68,0.66,0.66,31.75,Low,Low,High,Black,100-300
2006,Sangli,60.8,1479.0,93.88,25.47,12.52,3.23,51.53,18.94,8.63,24.48,3.59,65.03,0.67,0.67,31.14,Low,Low,High,Black,100-300
2007,Sangli,59.5,2150.0,93.82,25.93,12.53,3.07,51.6,18.88,8.61,24.82,3.09,63.67,0.65,0.65,31.91,Low,Low,High,Black,100-300
2008,Sangli,55.7,2153.0,93.83,25.63,12.28,3.13,49.54,19.21,8.73,24.51,2.26,63.09,0.62,0.62,31.0,Low,Low,High,Black,100-300
2009,Sangli,56.0,1515.0,93.85,26.37,12.44,3.1,50.42,18.83,8.55,25.24,2.55,62.27,0.64,0.64,30.58,Low,Low,High,Black,100-300
2010,Sangli,57.3,2087.0,93.82,26.34,13.33,3.02,56.96,18.36,8.4,25.21,2.81,66.43,0.66,0.66,31.61,Low,Low,High,Black,100-300
2011,Sangli,59.8,1671.0,93.81,25.7,12.24,3.28,49.06,18.84,8.51,24.63,2.63,62.57,0.64,0.64,30.34,Low,Low,High,Black,100-300
2012,Sangli,63.0,1597.0,93.83,26.34,11.75,3.18,49.72,19.12,8.64,25.08,1.94,59.12,0.6,0.61,31.2,Low,Low,High,Black,100-300
2013,Sangli,77.1,2070.0,93.83,26.04,12.49,3.28,50.68,18.58,8.43,24.81,2.45,63.61,0.64,0.64,31.33,Low,Low,High,Black,100-300
2014,Sangli,36.6,1303.0,93.91,26.39,12.41,3.05,52.38,18.51,8.39,25.1,2.18,61.73,0.61,0.61,29.4,Low,Low,High,Black,100-300
2015,Sangli,51.7,1544.0,93.96,26.91,12.24,2.98,50.79,19.19,8.71,25.49,1.68,59.37,0.57,0.57,31.99,Low,Low,High,Black,100-300
2016,Sangli,57.3,2216.0,93.91,25.93,12.08,3.07,51.53,18.53,8.39,24.8,3.81,61.79,0.66,0.66,32.82,Low,Low,High,Black,100-300
2017,Sangli,47.3,1666.0,93.89,25.79,12.32,2.92,50.57,19.22,8.68,24.73,3.19,63.08,0.66,0.66,31.37,Low,Low,High,Black,100-300
1990,Solapur,0.0,0.0,95.3,27.51,11.65,3.23,60.41,19.24,9.37,26.08,2.38,56.46,0.67,0.68,32.09,Low,Low,High,Black,100-300
1991,Solapur,0.4,750.0,95.28,28.71,10.88,2.94,57.92,19.47,9.48,27.08,1.49,50.14,0.64,0.65,37.81,Low,Low,High,Black,100-300
1992,Solapur,0.7,1000.0,95.32,28.75,10.48,2.92,56.19,20.18,9.81,26.99,1.31,48.26,0.62,0.63,33.24,Low,Low,High,Black,100-300
1993,Solapur,0.7,1286.0,95.33,27.72,11.05,3.03,56.93,20.28,9.84,26.24,2.01,53.04,0.66,0.66,34.63,Low,Low,High,Black,100-300
1994,Solapur,0.9,556.0,95.29,28.0,11.43,3.21,54.88,20.27,9.92,26.42,1.39,54.54,0.63,0.63,35.51,Low,Low,High,Black,100-300
1995,Solapur,0.7,714.0,95.27,28.11,11.65,2.87,55.08,19.8,9.7,26.49,1.99,55.36,0.65,0.66,33.09,Low,Low,High,Black,100-300
1996,Solapur,0.3,2333.0,95.24,27.81,11.43,2.89,51.25,20.03,9.76,26.29,2.03,55.23,0.67,0.67,34.9,Low,Low,High,Black,100-300
1997,Solapur,1.6,813.0,95.37,28.61,11.63,2.92,49.65,20.08,9.8,26.85,1.36,53.81,0.62,0.63,35.48,Low,Low,High,Black,100-300
1998,Solapur,0.8,1250.0,95.27,28.35,12.19,2.79,50.06,19.67,9.59,26.74,2.49,57.28,0.69,0.7,35.32,Low,Low,High,Black,100-300
1999,Solapur,1.0,1400.0,95.24,28.0,10.84,3.04,45.25,20.09,9.82,26.45,1.14,51.39,0.62,0.63,34.78,Low,Low,High,Black,100-300
2000,Solapur,0.6,1667.0,95.21,28.01,10.85,2.85,43.05,20.27,9.86,26.52,1.55,50.48,0.64,0.64,34.11,Low,Low,High,Black,100-300
2001,Solapur,0.4,1250.0,95.27,28.24,11.29,3.01,43.56,19.63,8.99,26.61,1.5,52.75,0.64,0.64,32.71,Low,Low,High,Black,100-300
2002,Solapur,0.7,714.0,95.32,28.85,11.11,2.95,40.6,19.87,9.1,27.2,1.4,50.16,0.62,0.63,33.77,Low,Low,High,Black,100-300
2003,Solapur,0.6,1167.0,95.3,29.51,11.05,3.04,43.6,19.87,9.11,27.66,0.97,48.81,0.61,0.61,33.58,Low,Low,High,Black,100-300
2004,Solapur,2.1,2238.0,95.33,27.88,11.45,2.9,39.47,20.1,9.21,26.45,1.71,53.55,0.64,0.65,31.74,Low,Low,High,Black,100-300
2005,Solapur,1.1,727.0,95.3,27.61,11.76,2.88,44.99,19.5,8.94,26.25,2.06,56.07,0.67,0.68,34.29,Low,Low,High,Black,100-300
2006,Solapur,2.1,1571.0,95.31,27.79,11.83,2.91,42.51,19.52,8.93,26.35,1.88,56.45,0.66,0.66,33.58,Low,Low,High,Black,100-300
2007,Solapur,2.8,1393.0,95.26,28.28,11.52,2.88,44.0,19.81,9.07,26.72,1.58,53.7,0.65,0.65,33.83,Low,Low,High,Black,100-300
2008,Solapur,2.5,920.0,95.26,27.88,11.65,2.93,42.99,19.68,8.98,26.34,1.75,55.05,0.65,0.66,32.4,Low,Low,High,Black,100-300
2009,Solapur,3.2,872.0,95.28,28.45,11.66,2.91,43.29,19.62,8.95,27.03,1.79,53.79,0.65,0.65,32.51,Low,Low,High,Black,100-300
2010,Solapur,4.3,1230.0,95.25,28.59,12.55,2.79,49.99,19.1,8.78,27.14,1.89,57.6,0.67,0.67,36.09,Low,Low,High,Black,100-300
2011,Solapur,5.1,2400.0,95.24,28.3,11.38,3.06,42.1,19.52,8.86,26.69,1.33,52.46,0.63,0.63,33.2,Low,Low,High,Black,100-300
2012,Solapur,5.5,2087.0,95.25,29.04,10.8,3.1,42.38,19.63,8.91,27.31,1.06,48.41,0.61,0.62,33.34,Low,Low,High,Black,100-300
2013,Solapur,5.5,1800.0,95.25,28.39,11.79,3.1,44.92,19.08,8.7,26.8,1.6,54.63,0.64,0.65,33.41,Low,Low,High,Black,100-300
2014,Solapur,6.3,1175.0,95.35,28.6,11.83,2.94,45.57,19.21,8.76,26.9,1.53,53.92,0.63,0.63,32.51,Low,Low,High,Black,100-300
2015,Solapur,14.2,169.0,95.39,29.28,11.49,2.9,43.55,19.63,8.93,27.42,1.1,50.15,0.61,0.62,33.87,Low,Low,High,Black,100-300
2016,Solapur,27.7,367.0,95.33,28.46,11.3,2.81,45.81,19.02,8.65,26.87,1.73,52.26,0.65,0.65,33.83,Low,Low,High,Black,100-300
2017,Solapur,33.59,1148.0,95.32,28.3,11.29,2.65,48.06,19.68,8.91,26.81,1.86,52.17,0.66,0.66,33.77,Low,Low,High,Black,100-300
1990,Kolhapur,14.4,944.0,94.05,25.34,12.49,3.34,60.43,18.27,9.25,24.32,3.2,65.71,0.65,0.65,30.39,Medium ,Low,Medium,Black,100-300
1991,Kolhapur,20.4,1471.0,94.05,25.75,12.43,3.01,58.94,18.61,9.45,24.68,3.41,64.19,0.65,0.65,34.29,Medium ,Low,Medium,Black,100-300
1992,Kolhapur,27.1,2048.0,94.07,25.59,12.01,3.01,57.15,19.09,9.71,24.51,3.13,62.65,0.64,0.64,30.64,Medium ,Low,Medium,Black,100-300
1993,Kolhapur,38.9,2219.0,94.08,25.18,12.36,3.16,58.98,19.22,9.76,24.26,3.63,65.17,0.67,0.66,31.82,Medium ,Low,Medium,Black,100-300
1994,Kolhapur,44.9,1116.0,94.04,25.16,12.69,3.27,56.11,19.21,9.72,24.17,3.6,67.28,0.67,0.66,32.08,Medium ,Low,Medium,Black,100-300
1995,Kolhapur,44.0,1470.0,94.02,25.61,12.62,2.89,54.53,18.96,9.66,24.48,2.76,65.55,0.63,0.63,31.64,Medium ,Low,Medium,Black,100-300
1996,Kolhapur,48.2,2041.0,93.99,25.35,12.49,2.99,52.73,18.86,9.58,24.32,3.67,66.12,0.67,0.67,30.41,Medium ,Low,Medium,Black,100-300
1997,Kolhapur,53.0,1011.0,94.12,25.66,12.86,2.89,48.86,18.89,9.61,24.57,3.67,66.67,0.65,0.64,31.37,Medium ,Low,Medium,Black,100-300
1998,Kolhapur,63.0,2095.0,94.02,25.7,13.26,2.98,49.92,18.69,9.57,24.61,3.73,68.24,0.68,0.67,32.61,Medium ,Low,Medium,Black,100-300
1999,Kolhapur,63.6,2387.0,93.98,25.35,12.34,3.06,46.86,19.36,9.81,24.39,3.09,64.41,0.64,0.64,31.82,Medium ,Low,Medium,Black,100-300
2000,Kolhapur,62.9,1938.0,93.97,25.43,12.34,3.0,44.79,19.46,9.84,24.44,2.96,63.91,0.64,0.64,31.31,Medium ,Low,Medium,Black,100-300
2001,Kolhapur,62.2,1751.0,94.02,25.8,12.33,3.2,51.86,19.05,8.68,24.65,2.29,63.5,0.61,0.61,30.36,Medium ,Low,Medium,Black,100-300
2002,Kolhapur,61.5,1938.0,94.07,26.45,12.44,3.02,49.88,19.32,8.81,25.24,2.27,62.11,0.6,0.6,31.99,Medium ,Low,Medium,Black,100-300
2003,Kolhapur,68.2,1962.0,94.06,26.85,12.42,2.99,51.01,19.55,8.91,25.57,1.97,61.05,0.59,0.59,29.48,Medium ,Low,Medium,Black,100-300
2004,Kolhapur,74.7,1552.0,94.07,25.77,12.42,3.09,47.43,19.41,8.85,24.73,2.67,63.61,0.63,0.62,30.58,Medium ,Low,Medium,Black,100-300
2005,Kolhapur,70.1,957.0,94.04,25.39,12.76,3.01,51.47,18.95,8.63,24.45,3.82,66.18,0.67,0.66,30.99,Medium ,Low,Medium,Black,100-300
2006,Kolhapur,57.9,1432.0,94.05,25.3,12.92,3.15,51.53,18.94,8.63,24.43,4.09,67.26,0.68,0.68,30.66,Medium ,Low,Medium,Black,100-300
2007,Kolhapur,57.3,2199.0,94.0,25.65,13.03,2.96,51.6,18.88,8.61,24.69,3.92,66.51,0.67,0.66,31.45,Medium ,Low,Medium,Black,100-300
2008,Kolhapur,58.7,2186.0,94.01,25.38,12.74,3.01,49.54,19.21,8.73,24.41,2.78,65.66,0.63,0.62,30.59,Medium ,Low,Medium,Black,100-300
2009,Kolhapur,59.1,1938.0,94.03,26.13,12.96,2.99,50.42,18.83,8.55,25.14,3.15,65.14,0.65,0.65,29.84,Medium ,Low,Medium,Black,100-300
2010,Kolhapur,49.2,2787.0,94.0,26.05,13.8,2.91,56.96,18.36,8.4,25.06,3.44,69.17,0.67,0.66,30.95,Medium ,Low,Medium,Black,100-300
2011,Kolhapur,48.5,2544.0,93.99,25.49,12.64,3.2,49.06,18.84,8.51,24.57,3.08,64.83,0.64,0.64,29.68,Medium ,Low,Medium,Black,100-300
2012,Kolhapur,49.0,2602.0,94.01,26.11,12.24,3.05,49.72,19.12,8.64,24.98,2.35,61.93,0.61,0.61,30.7,Medium ,Low,Medium,Black,100-300
2013,Kolhapur,55.4,2392.0,94.01,25.76,12.86,3.18,50.68,18.58,8.43,24.68,2.95,65.87,0.65,0.64,30.31,Medium ,Low,Medium,Black,100-300
2014,Kolhapur,56.0,2164.0,94.09,26.01,12.9,2.93,52.38,18.51,8.39,24.93,2.82,64.73,0.62,0.62,29.16,Medium ,Low,Medium,Black,100-300
2015,Kolhapur,53.9,1900.0,94.13,26.58,12.72,2.84,50.79,19.19,8.71,25.35,2.01,62.31,0.58,0.58,31.92,Medium ,Low,Medium,Black,100-300
2016,Kolhapur,52.7,2359.0,94.09,25.82,12.46,2.96,51.53,18.53,8.39,24.77,4.29,63.85,0.66,0.66,32.17,Medium ,Low,Medium,Black,100-300
2017,Kolhapur,51.3,2138.0,94.06,25.72,12.73,2.84,50.57,19.22,8.68,24.72,3.41,65.19,0.66,0.66,30.58,Medium ,Low,Medium,Black,100-300
1990,Aurangabad,0.0,0.0,94.58,26.16,11.45,2.89,58.57,18.77,9.17,25.11,2.49,57.08,0.67,0.67,33.2,Low,Low,High,Black,100-300
1991,Aurangabad,0.3,667.0,94.58,27.21,9.79,2.79,53.81,19.03,9.32,25.97,2.03,46.66,0.64,0.65,38.97,Low,Low,High,Black,100-300
1992,Aurangabad,1.3,1000.0,94.62,27.37,9.63,2.76,53.06,19.98,9.77,25.93,1.73,46.25,0.64,0.64,35.65,Low,Low,High,Black,100-300
1993,Aurangabad,5.2,1346.0,94.64,26.1,10.66,2.76,55.46,19.93,9.71,25.11,2.67,53.67,0.68,0.68,35.16,Low,Low,High,Black,100-300
1994,Aurangabad,6.9,1014.0,94.59,26.14,10.87,2.84,52.37,19.74,9.62,25.04,2.0,54.95,0.65,0.65,38.3,Low,Low,High,Black,100-300
1995,Aurangabad,4.3,1558.0,94.56,27.4,10.47,2.67,51.14,19.86,9.68,25.94,1.53,50.06,0.63,0.63,35.99,Low,Low,High,Black,100-300
1996,Aurangabad,3.5,1286.0,94.53,27.06,10.43,2.65,51.29,19.45,9.51,25.72,1.84,50.85,0.65,0.66,35.21,Low,Low,High,Black,100-300
1997,Aurangabad,3.3,1242.0,94.67,26.86,10.98,2.65,50.04,19.41,9.55,25.52,1.88,53.63,0.64,0.64,34.63,Low,Low,High,Black,100-300
1998,Aurangabad,3.4,618.0,94.57,26.44,11.86,2.55,48.46,19.17,9.35,25.41,2.73,58.57,0.7,0.71,34.67,Low,Low,High,Black,100-300
1999,Aurangabad,3.3,1727.0,94.54,26.47,10.56,2.69,41.27,19.7,9.63,25.31,1.8,52.73,0.64,0.65,37.15,Low,Low,High,Black,100-300
2000,Aurangabad,4.3,744.0,94.51,26.64,9.91,2.65,40.08,20.11,9.78,25.57,2.07,46.9,0.64,0.65,32.92,Low,Low,High,Black,100-300
2001,Aurangabad,1.9,1053.0,94.56,26.9,10.47,2.63,44.74,19.33,8.75,25.67,1.73,50.48,0.64,0.65,34.46,Low,Low,High,Black,100-300
2002,Aurangabad,2.7,1519.0,94.61,27.62,10.19,2.77,41.71,19.36,8.77,26.25,1.68,47.59,0.63,0.64,35.9,Low,Low,High,Black,100-300
2003,Aurangabad,4.6,1348.0,94.6,27.62,10.72,2.75,43.96,19.71,8.91,26.2,1.68,51.05,0.64,0.65,35.43,Low,Low,High,Black,100-300
2004,Aurangabad,5.7,947.0,94.62,26.89,10.83,2.66,42.22,19.76,8.95,25.74,1.9,52.32,0.65,0.65,33.55,Low,Low,High,Black,100-300
2005,Aurangabad,8.6,1198.0,94.59,26.03,10.91,2.62,45.14,19.24,8.7,25.11,2.84,54.84,0.7,0.7,34.29,Low,Low,High,Black,100-300
2006,Aurangabad,10.0,1560.0,94.61,26.13,11.59,2.49,45.71,19.0,8.59,25.26,3.33,57.89,0.7,0.71,34.53,Low,Low,High,Black,100-300
2007,Aurangabad,8.6,1605.0,94.56,26.51,11.17,2.48,43.5,19.6,8.85,25.49,2.26,54.86,0.68,0.68,33.19,Low,Low,High,Black,100-300
2008,Aurangabad,6.2,823.0,94.56,26.9,10.66,2.62,43.59,19.23,8.66,25.67,1.73,51.29,0.65,0.65,34.71,Low,Low,High,Black,100-300
2009,Aurangabad,5.1,1114.0,94.58,27.28,10.94,2.6,42.54,19.47,8.75,26.14,2.16,52.52,0.66,0.66,33.87,Low,Low,High,Black,100-300
2010,Aurangabad,7.7,2125.0,94.55,26.84,12.11,2.47,50.29,18.85,8.56,25.83,2.58,58.86,0.7,0.71,37.4,Low,Low,High,Black,100-300
2011,Aurangabad,7.8,1421.0,94.54,26.54,11.0,2.52,42.92,19.12,8.6,25.43,2.01,53.79,0.66,0.67,36.02,Low,Low,High,Black,100-300
2012,Aurangabad,7.8,742.0,94.55,27.12,10.43,2.75,44.8,19.12,8.58,25.83,1.67,49.77,0.64,0.64,33.69,Low,Low,High,Black,100-300
2013,Aurangabad,11.5,1087.0,94.55,26.36,11.6,2.79,47.49,18.26,8.23,25.28,2.38,57.89,0.68,0.69,35.15,Low,Low,High,Black,100-300
2014,Aurangabad,18.7,455.0,94.66,27.02,11.31,2.61,45.58,18.97,8.55,25.69,1.86,54.6,0.64,0.65,35.34,Low,Low,High,Black,100-300
2015,Aurangabad,20.9,455.0,94.7,27.38,11.15,2.51,44.57,19.06,8.58,26.05,2.2,52.26,0.63,0.64,35.34,Low,Low,High,Black,100-300
2016,Aurangabad,29.3,1061.0,94.63,26.86,10.76,2.56,47.22,18.88,8.48,25.73,2.2,51.94,0.67,0.67,35.9,Low,Low,High,Black,100-300
2017,Aurangabad,26.2,439.0,94.62,26.82,10.74,2.51,46.89,19.33,8.65,25.71,2.33,51.86,0.66,0.67,34.03,Low,Low,High,Black,100-300
1990,Parbhani,0.2,1000.0,95.86,26.89,11.76,2.69,58.81,18.9,9.13,25.97,2.91,57.07,0.67,0.68,33.8,Low,Low,High,Black,100-300
1991,Parbhani,0.2,500.0,95.86,28.33,10.14,2.57,53.75,19.15,9.28,27.14,1.73,46.63,0.63,0.64,40.06,Low,Low,High,Black,100-300
1992,Parbhani,0.0,0.0,95.9,28.09,10.0,2.5,54.73,19.86,9.63,26.85,2.01,46.9,0.62,0.63,36.2,Low,Low,High,Black,100-300
1993,Parbhani,0.3,1333.0,95.92,26.72,10.94,2.48,55.91,19.97,9.69,25.93,3.17,53.66,0.69,0.7,37.37,Low,Low,High,Black,100-300
1994,Parbhani,5.1,1353.0,95.87,26.74,11.46,2.62,53.79,19.71,9.56,25.84,2.79,56.65,0.67,0.67,38.11,Low,Low,High,Black,100-300
1995,Parbhani,9.1,1154.0,95.85,27.75,11.35,2.47,52.26,19.48,9.48,26.54,2.28,53.85,0.64,0.65,37.88,Low,Low,High,Black,100-300
1996,Parbhani,5.2,1269.0,95.82,27.91,10.83,2.46,50.55,19.53,9.45,26.76,2.2,50.94,0.65,0.65,37.13,Low,Low,High,Black,100-300
1997,Parbhani,12.4,1081.0,95.96,27.74,11.43,2.48,50.38,19.53,9.47,26.53,2.21,53.9,0.63,0.63,37.81,Low,Low,High,Black,100-300
1998,Parbhani,9.0,944.0,95.86,27.6,12.18,2.41,48.2,18.9,9.22,26.58,3.07,57.66,0.7,0.71,36.24,Low,Low,High,Black,100-300
1999,Parbhani,8.6,2442.0,95.83,26.81,10.97,2.51,42.37,19.61,9.48,25.92,2.29,54.32,0.66,0.66,37.88,Low,Low,High,Black,100-300
2000,Parbhani,11.4,1070.0,95.79,27.31,10.26,2.43,40.24,19.9,9.61,26.44,2.15,47.14,0.64,0.64,34.89,Low,Low,High,Black,100-300
2001,Parbhani,16.1,1236.0,95.85,27.48,11.02,2.43,49.76,18.91,8.59,26.48,2.19,51.6,0.64,0.65,35.34,Low,Low,High,Black,100-300
2002,Parbhani,26.9,1736.0,95.89,28.25,10.62,2.57,45.01,19.26,8.75,27.1,2.07,48.22,0.63,0.64,36.54,Low,Low,High,Black,100-300
2003,Parbhani,41.9,1525.0,95.89,28.28,11.11,2.59,49.38,19.42,8.81,27.03,2.0,51.69,0.64,0.64,35.65,Low,Low,High,Black,100-300
2004,Parbhani,48.5,625.0,95.9,27.73,11.13,2.47,44.63,19.71,8.95,26.65,1.99,51.77,0.63,0.63,35.02,Low,Low,High,Black,100-300
2005,Parbhani,68.6,1017.0,95.88,27.01,11.39,2.47,46.92,19.08,8.66,26.13,2.92,55.24,0.69,0.69,35.77,Low,Low,High,Black,100-300
2006,Parbhani,78.4,1172.0,95.9,26.72,12.14,2.33,49.04,18.86,8.56,26.01,3.64,58.84,0.7,0.7,35.96,Low,Low,High,Black,100-300
2007,Parbhani,79.6,1401.0,95.85,27.41,11.3,2.35,47.34,19.45,8.81,26.43,2.36,53.81,0.66,0.67,33.95,Low,Low,High,Black,100-300
2008,Parbhani,74.0,873.0,95.85,27.49,11.08,2.41,47.39,18.93,8.55,26.47,2.08,52.17,0.64,0.65,34.94,Low,Low,High,Black,100-300
2009,Parbhani,103.5,792.0,95.86,28.16,11.18,2.44,45.81,19.34,8.72,27.15,2.3,51.53,0.64,0.65,33.94,Low,Low,High,Black,100-300
2010,Parbhani,107.9,1531.0,95.84,27.79,12.34,2.39,53.27,18.7,8.51,26.83,3.0,58.07,0.71,0.71,37.86,Low,Low,High,Black,100-300
2011,Parbhani,129.8,1191.0,95.83,27.37,11.47,2.41,47.16,18.99,8.57,26.33,2.18,54.17,0.65,0.66,36.61,Low,Low,High,Black,100-300
2012,Parbhani,135.3,1382.0,95.84,27.82,10.89,2.55,50.2,18.86,8.49,26.71,2.11,50.72,0.65,0.65,34.89,Low,Low,High,Black,100-300
2013,Parbhani,139.0,1255.0,95.84,27.24,12.09,2.59,51.71,17.98,8.13,26.27,2.94,58.21,0.69,0.7,34.82,Low,Low,High,Black,100-300
2014,Parbhani,154.6,318.0,95.95,28.08,11.53,2.45,49.39,18.79,8.49,26.82,2.04,52.92,0.62,0.63,36.1,Low,Low,High,Black,100-300
2015,Parbhani,155.7,231.0,95.99,28.37,11.42,2.44,47.61,18.96,8.55,27.1,2.15,51.19,0.62,0.63,37.24,Low,Low,High,Black,100-300
2016,Parbhani,237.23,1012.0,95.91,28.0,11.05,2.42,50.11,18.77,8.45,26.89,2.23,51.08,0.65,0.65,36.24,Low,Low,High,Black,100-300
2017,Parbhani,229.67,878.0,95.9,28.39,10.64,2.39,49.19,19.36,8.68,27.12,1.82,48.19,0.62,0.63,35.11,Low,Low,High,Black,100-300
1990,Beed,0.5,1000.0,94.49,26.41,11.51,2.97,59.1,18.8,9.22,25.22,2.59,57.5,0.68,0.69,32.62,Low,Medium,High,Black,100-300
1991,Beed,4.6,696.0,94.48,27.54,10.11,2.82,56.47,19.16,9.38,26.18,1.87,48.11,0.65,0.66,39.0,Low,Medium,High,Black,100-300
1992,Beed,0.2,1000.0,94.52,27.86,9.75,2.78,55.31,19.99,9.74,26.25,1.53,46.32,0.63,0.64,34.67,Low,Medium,High,Black,100-300
1993,Beed,1.6,1313.0,94.54,26.53,10.65,2.81,57.05,19.96,9.73,25.31,2.37,53.37,0.67,0.68,35.31,Low,Medium,High,Black,100-300
1994,Beed,3.8,737.0,94.49,26.72,11.03,3.03,53.59,19.93,9.77,25.38,1.73,54.92,0.64,0.65,38.01,Low,Medium,High,Black,100-300
1995,Beed,1.7,1235.0,94.46,27.57,10.93,2.71,53.92,19.59,9.64,26.03,1.72,52.49,0.64,0.64,35.58,Low,Medium,High,Black,100-300
1996,Beed,0.9,1111.0,94.44,27.26,10.72,2.7,51.54,19.5,9.54,25.83,1.9,52.3,0.65,0.66,35.52,Low,Medium,High,Black,100-300
1997,Beed,2.0,250.0,94.57,27.5,11.11,2.72,50.23,19.38,9.57,25.96,1.67,53.25,0.63,0.63,35.45,Low,Medium,High,Black,100-300
1998,Beed,1.1,1182.0,94.47,27.0,11.9,2.64,49.76,19.32,9.43,25.72,2.63,58.21,0.7,0.71,35.0,Low,Medium,High,Black,100-300
1999,Beed,2.0,1650.0,94.44,26.94,10.51,2.8,44.41,19.65,9.65,25.57,1.5,52.02,0.64,0.64,36.13,Low,Medium,High,Black,100-300
2000,Beed,3.3,1333.0,94.41,26.98,10.12,2.69,42.59,19.93,9.75,25.75,1.83,48.04,0.64,0.65,33.25,Low,Medium,High,Black,100-300
2001,Beed,6.9,1072.0,94.46,27.22,10.69,2.77,43.75,19.33,8.8,25.84,1.63,51.46,0.64,0.65,34.61,Low,Medium,High,Black,100-300
2002,Beed,16.5,1364.0,94.51,28.03,10.33,2.79,40.74,19.52,8.89,26.53,1.51,47.73,0.63,0.63,34.57,Low,Medium,High,Black,100-300
2003,Beed,25.5,1016.0,94.5,28.32,10.65,2.83,42.73,19.64,8.95,26.7,1.31,49.36,0.63,0.63,34.0,Low,Medium,High,Black,100-300
2004,Beed,27.9,875.0,94.52,27.06,11.01,2.73,40.13,19.82,9.04,25.79,1.92,53.07,0.65,0.65,33.45,Low,Medium,High,Black,100-300
2005,Beed,36.1,1100.0,94.5,26.42,11.19,2.71,43.83,19.2,8.75,25.32,2.61,55.69,0.69,0.7,34.09,Low,Medium,High,Black,100-300
2006,Beed,42.1,819.0,94.51,26.52,11.66,2.63,43.7,19.1,8.7,25.42,2.8,58.04,0.7,0.7,34.16,Low,Medium,High,Black,100-300
2007,Beed,46.5,452.0,94.46,27.03,11.19,2.6,44.17,19.49,8.87,25.78,1.97,54.43,0.66,0.67,33.33,Low,Medium,High,Black,100-300
2008,Beed,71.4,203.0,94.46,27.08,10.95,2.69,43.95,19.34,8.77,25.78,1.76,52.76,0.65,0.66,34.1,Low,Medium,High,Black,100-300
2009,Beed,68.8,515.0,94.48,27.52,11.11,2.68,43.95,19.44,8.8,26.28,2.06,53.02,0.66,0.66,33.08,Low,Medium,High,Black,100-300
