PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,YEAR,DISTRICT
97.1,26.16,10.87,2.02,51.33,17.97,8.16,25.58,2.08,52.04,0.57,0.57,45.46,2019.0,Sheopur
97.08,25.64,11.3,2.1,59.65,18.81,8.51,25.47,3.45,54.43,0.66,0.66,38.18,1990.0,Shivpuri
97.1,26.06,10.14,2.14,55.88,19.52,8.81,25.86,2.41,48.44,0.6,0.61,43.67,1991.0,Shivpuri
97.16,26.16,9.88,2.05,53.42,19.94,9.0,25.88,2.78,47.18,0.61,0.62,41.53,1992.0,Shivpuri
97.13,26.0,10.08,2.11,58.55,19.42,8.79,25.82,2.48,47.53,0.6,0.6,41.54,1993.0,Shivpuri
97.1,25.69,10.46,1.95,56.03,19.39,8.79,25.62,2.97,50.38,0.62,0.63,43.38,1994.0,Shivpuri
97.1,26.29,10.41,2.11,55.61,19.21,8.74,25.86,2.15,49.58,0.57,0.58,41.96,1995.0,Shivpuri
97.08,25.65,10.59,1.94,52.65,18.71,8.43,25.5,2.64,51.58,0.61,0.62,42.16,1996.0,Shivpuri
97.21,25.22,10.86,2.01,59.92,18.33,8.29,24.94,3.3,54.32,0.63,0.64,40.7,1997.0,Shivpuri
97.14,25.69,11.52,2.01,48.81,18.67,8.43,25.45,2.46,56.34,0.62,0.63,43.99,1998.0,Shivpuri
97.03,25.82,10.37,2.05,40.34,19.19,8.58,25.7,2.47,50.27,0.61,0.62,40.59,1999.0,Shivpuri
97.01,26.28,9.75,2.15,35.41,19.34,8.7,25.93,1.65,43.57,0.55,0.56,40.48,2000.0,Shivpuri
97.08,25.38,11.09,2.04,43.33,18.58,8.4,25.31,3.23,52.11,0.64,0.64,40.18,2001.0,Shivpuri
97.11,26.03,10.51,2.07,42.22,18.76,8.47,25.99,2.73,50.57,0.61,0.61,40.41,2002.0,Shivpuri
97.15,25.46,11.16,1.96,47.77,18.11,8.18,25.37,3.4,55.91,0.65,0.65,42.17,2003.0,Shivpuri
97.14,25.55,10.97,2.05,42.64,18.99,8.55,25.54,2.5,53.62,0.6,0.61,41.13,2004.0,Shivpuri
97.13,25.64,10.82,2.02,43.79,18.7,8.39,25.53,3.41,53.16,0.65,0.65,40.3,2005.0,Shivpuri
97.12,26.69,10.99,2.05,46.45,18.52,8.37,26.32,2.0,50.06,0.57,0.58,39.93,2006.0,Shivpuri
97.11,26.23,10.92,2.06,42.89,18.68,8.4,25.83,2.07,51.29,0.57,0.57,39.05,2007.0,Shivpuri
97.09,25.43,11.3,1.92,43.29,18.12,8.13,25.21,2.7,55.2,0.63,0.63,39.72,2008.0,Shivpuri
97.1,26.95,10.5,2.1,40.86,18.84,8.45,26.49,1.88,49.18,0.55,0.56,38.47,2009.0,Shivpuri
97.1,27.15,10.86,1.88,44.67,18.87,8.49,26.68,1.96,50.26,0.57,0.58,39.65,2010.0,Shivpuri
97.08,25.58,11.35,1.86,40.21,18.36,8.28,25.3,3.0,54.96,0.65,0.65,40.83,2011.0,Shivpuri
97.07,25.47,10.69,2.05,43.34,18.51,8.29,25.28,3.05,53.78,0.64,0.65,43.63,2012.0,Shivpuri
97.1,24.99,11.86,1.95,45.48,18.09,8.12,24.81,3.9,59.99,0.68,0.69,44.94,2013.0,Shivpuri
97.18,25.46,11.25,1.99,45.47,18.27,8.23,25.3,2.41,55.8,0.59,0.6,42.26,2014.0,Shivpuri
97.24,26.19,11.31,1.94,43.73,18.26,8.19,25.8,2.52,53.84,0.58,0.59,42.1,2015.0,Shivpuri
97.13,26.13,11.27,1.93,46.92,17.87,8.03,25.93,3.33,53.99,0.66,0.66,40.24,2016.0,Shivpuri
97.12,26.57,10.92,1.95,42.85,18.58,8.33,26.28,2.08,51.08,0.6,0.6,43.42,2017.0,Shivpuri
97.12,26.45,10.72,2.04,43.52,18.13,8.15,26.15,2.32,49.34,0.6,0.6,41.59,2018.0,Shivpuri
97.2,26.12,11.35,1.92,51.75,17.58,7.97,25.59,2.86,56.05,0.63,0.63,46.42,2019.0,Shivpuri
95.99,25.14,11.49,2.13,58.95,18.89,8.61,25.01,3.53,55.84,0.57,0.57,36.4,1990.0,Sidhi
96.01,25.84,10.23,2.14,55.97,19.15,8.73,25.62,2.56,48.77,0.51,0.5,42.29,1991.0,Sidhi
96.06,25.64,10.05,2.07,51.07,19.76,8.96,25.41,2.69,48.25,0.5,0.5,40.42,1992.0,Sidhi
96.04,25.49,10.29,2.09,57.05,19.17,8.72,25.34,2.81,48.95,0.5,0.5,39.25,1993.0,Sidhi
96.0,25.31,10.7,1.99,54.73,19.28,8.76,25.19,3.3,52.1,0.55,0.54,41.26,1994.0,Sidhi
96.0,25.62,10.66,2.12,54.52,18.94,8.68,25.31,2.47,51.71,0.49,0.49,40.34,1995.0,Sidhi
95.99,25.3,10.69,1.97,51.18,18.56,8.4,25.14,2.77,52.23,0.52,0.51,40.53,1996.0,Sidhi
96.1,24.77,11.0,2.04,58.16,18.25,8.3,24.5,3.49,55.84,0.55,0.55,39.82,1997.0,Sidhi
96.04,25.28,11.77,2.01,50.13,18.56,8.43,25.07,2.72,57.97,0.53,0.53,42.76,1998.0,Sidhi
95.94,25.39,10.57,2.07,41.52,18.91,8.53,25.29,2.72,51.85,0.54,0.53,39.44,1999.0,Sidhi
95.92,25.78,9.93,2.16,37.47,19.04,8.62,25.51,1.81,45.32,0.44,0.44,39.23,2000.0,Sidhi
95.99,25.15,11.16,2.09,49.4,18.22,8.28,25.02,3.26,52.98,0.55,0.54,39.26,2001.0,Sidhi
96.02,25.77,10.55,2.09,46.55,18.66,8.48,25.66,2.56,50.52,0.49,0.49,38.48,2002.0,Sidhi
96.05,25.26,11.21,1.97,52.19,18.02,8.21,25.12,3.18,55.98,0.55,0.54,40.46,2003.0,Sidhi
96.05,25.36,11.02,2.06,46.7,18.87,8.56,25.24,2.64,53.51,0.5,0.5,39.22,2004.0,Sidhi
96.04,25.42,10.82,2.04,49.32,18.52,8.38,25.23,3.06,53.16,0.54,0.53,37.72,2005.0,Sidhi
96.03,26.17,11.15,2.08,48.78,18.16,8.28,25.84,2.25,51.43,0.47,0.47,38.76,2006.0,Sidhi
96.02,25.59,11.2,2.06,45.2,18.23,8.28,25.28,2.46,53.77,0.49,0.49,37.02,2007.0,Sidhi
96.0,25.13,11.27,1.96,44.06,17.84,8.09,24.94,2.92,55.4,0.54,0.53,38.4,2008.0,Sidhi
96.01,26.65,10.48,2.08,42.23,18.57,8.39,26.21,1.95,48.82,0.44,0.44,36.73,2009.0,Sidhi
96.01,26.86,10.91,1.93,45.61,18.46,8.39,26.38,2.05,50.17,0.46,0.46,37.93,2010.0,Sidhi
95.99,25.21,11.49,1.9,41.84,17.93,8.16,24.95,3.24,56.03,0.56,0.55,39.76,2011.0,Sidhi
95.97,25.13,10.75,2.03,44.49,18.14,8.19,24.96,2.98,53.97,0.54,0.54,42.45,2012.0,Sidhi
96.01,24.77,11.86,1.96,46.16,17.94,8.13,24.54,3.77,60.08,0.59,0.58,42.48,2013.0,Sidhi
96.09,25.09,11.42,2.02,46.13,18.06,8.2,24.93,2.77,56.65,0.51,0.5,41.0,2014.0,Sidhi
96.15,25.57,11.57,1.94,44.64,17.89,8.07,25.25,2.86,56.05,0.51,0.5,40.61,2015.0,Sidhi
96.04,25.79,11.39,1.93,48.89,17.46,7.91,25.61,3.61,54.8,0.57,0.56,38.75,2016.0,Sidhi
96.03,26.31,10.98,1.96,42.51,18.41,8.33,26.01,2.36,51.45,0.51,0.5,40.32,2017.0,Sidhi
96.03,26.01,10.83,2.08,42.45,18.05,8.19,25.76,2.66,50.3,0.51,0.5,40.0,2018.0,Sidhi
96.1,25.69,11.46,1.96,50.87,17.42,7.96,25.26,3.05,56.94,0.54,0.53,44.26,2019.0,Sidhi
96.38,25.45,11.02,2.27,55.61,18.64,8.56,25.15,3.48,53.81,0.64,0.65,37.62,1990.0,Singrauli
96.4,25.97,9.56,2.31,48.58,19.84,9.06,25.6,2.17,46.41,0.57,0.58,43.42,1991.0,Singrauli
96.45,26.27,9.37,2.14,51.64,19.64,8.98,25.77,2.2,45.24,0.58,0.58,42.43,1992.0,Singrauli
96.43,25.96,9.85,2.26,51.96,19.75,9.06,25.63,2.43,46.87,0.56,0.57,42.1,1993.0,Singrauli
96.39,25.61,10.02,2.15,49.02,19.64,8.99,25.36,2.8,48.66,0.6,0.61,42.99,1994.0,Singrauli
96.39,25.82,10.18,2.2,47.15,19.8,9.09,25.45,2.94,49.33,0.6,0.6,42.52,1995.0,Singrauli
96.37,25.44,10.29,2.07,46.65,19.42,8.9,25.19,3.3,51.15,0.62,0.62,42.75,1996.0,Singrauli
96.5,25.08,10.88,2.22,51.75,19.25,8.88,24.6,3.05,54.84,0.6,0.6,39.64,1997.0,Singrauli
96.42,25.87,10.97,2.08,44.63,19.53,8.98,25.49,2.19,52.76,0.58,0.58,43.17,1998.0,Singrauli
96.34,25.82,9.91,2.17,40.49,19.03,8.63,25.59,2.5,47.75,0.59,0.6,40.01,1999.0,Singrauli
96.3,26.74,8.8,2.35,34.19,19.52,8.91,26.18,1.23,38.22,0.51,0.52,41.34,2000.0,Singrauli
96.38,25.59,10.3,2.1,45.35,18.79,8.5,25.31,2.67,47.75,0.59,0.6,40.48,2001.0,Singrauli
96.4,26.88,9.51,2.27,41.39,19.15,8.65,26.35,2.01,44.42,0.55,0.56,40.57,2002.0,Singrauli
96.43,25.74,10.75,2.16,47.11,18.37,8.33,25.34,2.68,53.65,0.61,0.61,41.3,2003.0,Singrauli
96.42,25.95,10.46,2.13,42.38,19.04,8.61,25.69,2.31,50.97,0.59,0.59,40.72,2004.0,Singrauli
96.41,25.68,10.3,2.18,44.29,19.1,8.6,25.32,2.62,50.69,0.6,0.61,38.84,2005.0,Singrauli
96.41,26.28,10.8,2.12,44.5,18.6,8.43,26.02,2.83,50.61,0.6,0.6,38.46,2006.0,Singrauli
96.39,25.7,10.54,2.07,42.1,18.87,8.52,25.47,2.56,50.75,0.59,0.59,37.94,2007.0,Singrauli
96.39,25.28,10.91,2.0,46.28,18.39,8.3,24.99,2.85,53.25,0.62,0.63,39.12,2008.0,Singrauli
96.39,26.85,10.44,2.14,43.4,18.96,8.55,26.25,2.13,49.92,0.55,0.55,37.98,2009.0,Singrauli
96.38,26.5,10.95,1.99,47.27,18.88,8.55,26.04,2.56,52.98,0.6,0.61,40.27,2010.0,Singrauli
96.37,25.33,11.15,1.98,43.46,18.43,8.35,25.04,4.3,55.23,0.65,0.66,42.99,2011.0,Singrauli
96.36,25.59,10.23,2.19,47.54,18.49,8.33,25.21,2.34,50.27,0.59,0.6,42.35,2012.0,Singrauli
96.38,24.98,11.54,2.09,49.23,17.71,8.0,24.67,4.26,57.8,0.64,0.64,43.61,2013.0,Singrauli
96.47,25.76,10.84,2.2,45.06,18.7,8.46,25.34,2.64,54.12,0.58,0.59,43.74,2014.0,Singrauli
96.53,25.48,11.13,2.09,45.1,18.27,8.24,25.12,2.86,54.97,0.59,0.6,41.38,2015.0,Singrauli
96.43,26.03,10.85,2.04,48.93,18.13,8.17,25.82,3.3,51.38,0.63,0.63,41.73,2016.0,Singrauli
96.42,26.82,10.16,2.13,43.27,18.63,8.39,26.28,1.86,46.39,0.54,0.55,41.85,2017.0,Singrauli
96.4,26.28,10.31,2.13,43.17,18.03,8.11,25.9,2.85,49.04,0.61,0.61,43.37,2018.0,Singrauli
96.47,25.84,11.21,2.01,49.87,17.81,8.09,25.25,3.47,55.91,0.65,0.65,45.69,2019.0,Singrauli
95.04,25.68,10.95,2.76,56.48,18.26,8.76,24.9,2.95,54.31,0.69,0.69,38.75,1990.0,Tikamgarh
95.06,26.39,9.05,2.73,50.73,19.16,9.08,25.45,1.84,43.53,0.65,0.65,44.11,1991.0,Tikamgarh
95.11,26.2,9.32,2.75,52.72,19.59,9.34,25.18,1.75,45.54,0.64,0.65,39.32,1992.0,Tikamgarh
95.11,26.08,9.87,2.79,52.35,19.73,9.39,25.18,2.34,47.92,0.66,0.67,38.25,1993.0,Tikamgarh
95.05,25.36,9.93,2.73,51.14,19.12,9.11,24.65,3.02,50.24,0.69,0.7,40.37,1994.0,Tikamgarh
95.04,26.12,9.77,2.67,47.64,19.43,9.29,25.13,2.49,47.53,0.65,0.66,39.28,1995.0,Tikamgarh
95.02,25.83,10.03,2.67,46.7,19.06,9.08,24.97,2.63,49.91,0.68,0.68,38.34,1996.0,Tikamgarh
95.14,25.36,10.89,2.67,48.99,18.93,9.05,24.44,2.63,55.05,0.67,0.68,37.9,1997.0,Tikamgarh
95.05,26.12,10.85,2.54,45.25,19.18,9.16,25.28,2.33,52.18,0.67,0.68,40.16,1998.0,Tikamgarh
95.02,25.87,9.96,2.74,38.83,19.14,9.1,25.05,2.17,48.96,0.65,0.65,37.41,1999.0,Tikamgarh
94.98,26.28,9.01,2.71,33.62,19.51,9.22,25.42,1.67,41.34,0.63,0.64,37.49,2000.0,Tikamgarh
95.03,26.71,9.47,2.62,40.14,18.98,8.54,25.64,1.4,43.34,0.63,0.63,37.99,2001.0,Tikamgarh
95.07,26.75,9.48,2.82,35.9,19.39,8.71,25.77,1.68,44.13,0.63,0.64,39.53,2002.0,Tikamgarh
95.09,25.7,10.71,2.69,39.03,18.85,8.48,25.06,3.01,53.46,0.7,0.71,37.52,2003.0,Tikamgarh
95.08,26.18,10.31,2.6,38.95,19.21,8.65,25.42,2.17,49.84,0.67,0.67,36.85,2004.0,Tikamgarh
95.06,26.12,9.73,2.58,39.61,19.3,8.64,25.22,2.1,46.89,0.65,0.65,36.9,2005.0,Tikamgarh
95.06,26.07,10.84,2.53,39.77,18.75,8.45,25.39,3.02,52.68,0.69,0.7,36.27,2006.0,Tikamgarh
95.03,26.04,10.5,2.43,40.03,19.21,8.65,25.35,2.47,50.68,0.68,0.68,34.98,2007.0,Tikamgarh
95.03,26.37,9.87,2.63,43.22,18.81,8.43,25.35,1.53,46.83,0.63,0.64,37.9,2008.0,Tikamgarh
95.06,26.75,10.59,2.64,36.61,19.32,8.66,25.84,2.51,51.03,0.65,0.65,36.04,2009.0,Tikamgarh
95.03,26.5,11.25,2.48,41.08,19.09,8.59,25.69,2.37,54.69,0.67,0.68,38.76,2010.0,Tikamgarh
95.01,25.93,10.59,2.51,38.26,18.64,8.39,25.09,2.58,51.82,0.68,0.69,38.74,2011.0,Tikamgarh
95.03,25.67,10.12,2.77,43.47,18.53,8.31,24.78,2.37,49.4,0.67,0.67,37.85,2012.0,Tikamgarh
95.04,25.05,11.23,2.64,46.58,17.53,7.9,24.37,3.77,56.73,0.72,0.73,39.32,2013.0,Tikamgarh
95.14,26.13,10.61,2.71,41.42,18.76,8.43,25.14,2.23,52.9,0.67,0.68,39.52,2014.0,Tikamgarh
95.18,25.96,10.63,2.67,40.76,18.43,8.28,25.15,3.16,52.14,0.67,0.67,38.89,2015.0,Tikamgarh
95.11,25.81,10.45,2.57,44.09,18.52,8.31,25.25,2.89,50.96,0.7,0.7,40.99,2016.0,Tikamgarh
95.09,25.92,10.33,2.55,42.15,18.74,8.39,25.28,2.27,49.77,0.67,0.68,39.43,2017.0,Tikamgarh
95.09,26.36,9.67,2.57,40.25,18.39,8.23,25.59,2.04,46.11,0.66,0.67,40.66,2018.0,Tikamgarh
95.12,25.6,11.2,2.66,47.02,17.86,8.07,24.76,3.87,56.34,0.73,0.73,42.2,2019.0,Tikamgarh
95.24,24.9,11.4,2.22,62.12,18.4,8.56,24.58,4.02,57.51,0.74,0.74,36.33,1990.0,Ujjain
95.26,25.72,9.87,2.25,57.59,19.26,8.91,25.24,2.73,48.87,0.68,0.68,43.01,1991.0,Ujjain
95.31,25.58,9.74,2.07,54.74,19.6,9.06,25.12,2.89,48.14,0.68,0.68,41.93,1992.0,Ujjain
95.3,25.1,10.26,2.1,58.37,19.28,8.95,24.96,3.44,50.45,0.7,0.7,39.85,1993.0,Ujjain
95.25,25.18,10.38,2.06,57.78,18.68,8.65,24.83,4.25,52.46,0.71,0.71,41.02,1994.0,Ujjain
95.26,25.13,10.64,2.1,58.34,18.65,8.76,24.83,2.87,53.38,0.69,0.69,41.43,1995.0,Ujjain
95.23,25.26,10.4,2.02,55.63,18.47,8.57,24.85,2.59,52.57,0.69,0.69,39.32,1996.0,Ujjain
95.36,24.62,10.99,2.12,60.68,17.94,8.37,24.17,3.81,57.03,0.73,0.72,38.74,1997.0,Ujjain
95.28,24.9,11.61,2.03,49.89,18.41,8.6,24.74,2.7,58.63,0.7,0.7,41.68,1998.0,Ujjain
95.2,25.11,10.29,2.08,42.06,18.73,8.58,24.95,3.39,52.12,0.71,0.71,40.28,1999.0,Ujjain
95.18,25.29,9.67,2.14,36.33,19.22,8.85,25.03,2.13,45.47,0.65,0.66,38.97,2000.0,Ujjain
95.24,24.98,10.81,2.11,48.94,18.19,8.2,24.69,3.76,52.66,0.71,0.71,39.73,2001.0,Ujjain
95.27,25.63,10.26,2.21,45.61,18.5,8.32,25.35,2.95,50.59,0.67,0.67,39.76,2002.0,Ujjain
95.3,25.12,11.11,2.13,50.32,17.88,8.07,24.78,4.2,57.21,0.73,0.73,41.62,2003.0,Ujjain
95.3,24.95,10.97,2.02,44.69,18.72,8.42,24.83,3.15,55.56,0.7,0.71,39.15,2004.0,Ujjain
95.29,24.91,10.75,2.02,47.52,18.48,8.28,24.72,4.31,55.16,0.72,0.72,38.59,2005.0,Ujjain
95.28,25.82,10.98,2.07,47.72,18.18,8.21,25.5,2.55,52.8,0.68,0.68,37.61,2006.0,Ujjain
95.27,25.21,10.79,2.02,46.49,18.46,8.3,24.94,2.77,53.4,0.69,0.69,37.7,2007.0,Ujjain
95.25,24.99,10.87,1.97,47.33,18.26,8.18,24.62,3.11,54.77,0.7,0.7,39.72,2008.0,Ujjain
95.26,26.12,10.55,2.0,43.81,18.76,8.4,25.72,2.8,51.58,0.67,0.67,36.72,2009.0,Ujjain
95.26,26.11,11.12,1.88,49.05,18.66,8.39,25.7,3.14,54.21,0.7,0.7,40.26,2010.0,Ujjain
95.24,24.95,11.25,1.91,45.76,18.08,8.14,24.62,3.82,56.36,0.72,0.72,42.63,2011.0,Ujjain
95.22,24.94,10.58,2.08,47.95,18.19,8.14,24.65,3.4,54.18,0.71,0.71,42.72,2012.0,Ujjain
95.24,24.62,11.76,1.98,50.97,17.55,7.89,24.35,4.91,60.41,0.75,0.75,42.53,2013.0,Ujjain
95.34,24.95,11.39,2.06,48.95,18.19,8.18,24.68,3.01,58.27,0.69,0.69,43.53,2014.0,Ujjain
95.4,25.22,11.5,1.98,48.34,18.09,8.11,24.85,2.89,57.47,0.68,0.68,41.12,2015.0,Ujjain
95.3,25.52,11.17,1.98,51.29,17.86,8.0,25.29,3.68,54.54,0.72,0.72,40.75,2016.0,Ujjain
95.29,26.26,10.56,2.01,44.85,18.59,8.32,25.76,2.23,50.23,0.66,0.66,42.62,2017.0,Ujjain
95.28,25.81,10.49,2.11,44.63,17.83,7.99,25.43,3.06,50.63,0.69,0.69,39.62,2018.0,Ujjain
95.34,25.47,11.2,1.98,49.95,17.81,8.05,24.9,3.69,56.84,0.72,0.72,44.69,2019.0,Ujjain
95.56,25.32,11.26,2.41,58.48,17.92,8.4,24.79,4.3,56.28,0.74,0.74,37.3,1990.0,Umaria
95.58,26.17,9.49,2.45,50.08,19.42,9.06,25.5,2.83,46.33,0.68,0.68,44.17,1991.0,Umaria
95.63,26.26,9.37,2.29,52.82,19.62,9.15,25.44,2.46,46.24,0.68,0.68,42.07,1992.0,Umaria
95.63,25.67,10.11,2.34,53.37,19.48,9.1,25.15,3.48,49.81,0.7,0.7,41.88,1993.0,Umaria
95.58,25.39,10.19,2.26,52.64,19.23,8.98,24.89,4.25,51.43,0.72,0.71,42.77,1994.0,Umaria
95.58,25.78,10.33,2.28,49.2,19.51,9.15,25.12,2.97,51.26,0.69,0.69,42.15,1995.0,Umaria
95.55,25.67,10.24,2.24,48.44,19.32,9.05,25.02,3.7,51.83,0.7,0.7,41.73,1996.0,Umaria
95.68,25.09,11.02,2.28,51.14,18.97,8.93,24.42,3.8,56.32,0.72,0.72,39.85,1997.0,Umaria
95.6,25.33,11.42,2.13,46.08,19.16,8.99,24.95,2.81,57.21,0.72,0.72,44.06,1998.0,Umaria
95.54,25.34,10.22,2.28,41.49,18.7,8.69,24.94,3.31,51.69,0.71,0.71,40.64,1999.0,Umaria
95.51,25.75,9.34,2.35,35.16,19.43,9.03,25.26,2.34,43.26,0.67,0.67,39.74,2000.0,Umaria
95.57,25.56,10.3,2.17,45.82,18.73,8.48,25.06,3.01,49.0,0.7,0.7,40.72,2001.0,Umaria
95.59,26.52,9.79,2.35,41.86,19.15,8.64,25.88,2.67,46.6,0.66,0.66,40.52,2002.0,Umaria
95.62,25.64,10.89,2.26,45.56,18.54,8.39,25.09,3.78,55.25,0.73,0.73,41.32,2003.0,Umaria
95.61,26.1,10.43,2.2,40.98,19.01,8.59,25.44,2.72,51.65,0.68,0.68,41.21,2004.0,Umaria
95.6,25.63,10.28,2.23,43.49,19.05,8.57,25.06,3.75,51.75,0.71,0.71,39.42,2005.0,Umaria
95.6,26.01,11.04,2.13,44.68,18.57,8.42,25.57,4.31,53.23,0.71,0.7,39.21,2006.0,Umaria
95.58,25.76,10.57,2.12,42.9,18.98,8.57,25.3,3.02,51.75,0.7,0.7,38.2,2007.0,Umaria
95.57,25.61,10.58,2.11,46.3,18.67,8.42,24.96,2.87,52.02,0.7,0.7,39.63,2008.0,Umaria
95.58,26.41,10.68,2.19,42.41,19.02,8.57,25.85,3.21,52.18,0.69,0.69,37.72,2009.0,Umaria
95.57,26.33,11.21,2.09,47.22,18.98,8.59,25.72,3.02,55.38,0.72,0.71,41.31,2010.0,Umaria
95.55,25.53,10.99,2.1,43.6,18.36,8.31,24.88,4.32,55.15,0.72,0.72,43.37,2011.0,Umaria
95.55,25.63,10.27,2.33,46.56,18.32,8.26,24.92,3.32,51.13,0.7,0.7,41.22,2012.0,Umaria
95.56,25.21,11.54,2.3,48.62,17.47,7.9,24.62,4.88,58.16,0.72,0.72,43.27,2013.0,Umaria
95.66,25.8,10.94,2.36,46.68,18.63,8.41,25.14,2.92,55.36,0.69,0.69,43.5,2014.0,Umaria
95.72,26.0,10.93,2.27,46.2,18.08,8.17,25.27,3.45,53.88,0.68,0.68,42.16,2015.0,Umaria
95.62,26.07,10.66,2.17,47.94,18.3,8.24,25.56,4.17,51.63,0.71,0.71,42.95,2016.0,Umaria
95.61,26.73,10.19,2.21,44.23,18.57,8.35,25.99,2.21,47.4,0.65,0.65,43.22,2017.0,Umaria
95.6,26.39,10.02,2.23,43.01,18.06,8.11,25.77,2.49,47.98,0.68,0.68,42.26,2018.0,Umaria
95.65,25.97,11.12,2.16,49.49,17.75,8.06,25.19,4.87,55.48,0.73,0.73,45.4,2019.0,Umaria
94.19,26.26,11.51,3.07,54.65,18.45,9.08,25.0,2.27,58.05,0.67,0.68,32.52,1990.0,Ahmednagar
94.19,27.15,10.25,2.93,49.57,18.91,9.3,25.76,1.81,49.63,0.65,0.65,38.35,1991.0,Ahmednagar
94.22,27.45,9.85,2.9,48.42,19.76,9.7,25.82,1.43,47.75,0.63,0.64,34.17,1992.0,Ahmednagar
94.24,26.41,10.71,2.95,51.42,19.79,9.69,25.1,2.1,54.02,0.66,0.67,34.35,1993.0,Ahmednagar
94.19,26.36,11.06,3.11,48.75,19.53,9.6,25.03,1.71,55.96,0.65,0.65,37.35,1994.0,Ahmednagar
94.17,27.26,10.88,2.81,47.33,19.36,9.56,25.69,1.51,52.94,0.63,0.63,34.57,1995.0,Ahmednagar
94.14,26.97,10.77,2.81,46.03,19.31,9.46,25.48,1.72,53.38,0.65,0.65,34.73,1996.0,Ahmednagar
94.27,27.06,11.14,2.8,43.15,19.29,9.51,25.53,1.66,54.58,0.63,0.64,35.16,1997.0,Ahmednagar
94.18,26.68,11.9,2.76,44.91,19.15,9.38,25.36,2.31,59.07,0.69,0.7,34.59,1998.0,Ahmednagar
94.14,26.62,10.61,2.9,38.15,19.63,9.66,25.26,1.43,53.13,0.64,0.64,35.78,1999.0,Ahmednagar
94.12,26.81,10.2,2.8,35.72,20.03,9.83,25.49,1.63,49.21,0.64,0.64,33.2,2000.0,Ahmednagar
94.16,26.99,10.74,2.88,43.36,19.31,8.75,25.56,1.43,52.46,0.63,0.64,33.91,2001.0,Ahmednagar
94.22,27.81,10.36,2.91,41.69,19.32,8.75,26.24,1.28,48.53,0.62,0.63,34.47,2002.0,Ahmednagar
94.21,28.03,10.65,2.88,41.96,19.66,8.89,26.38,1.2,50.06,0.62,0.63,33.46,2003.0,Ahmednagar
94.22,26.75,11.04,2.84,41.73,19.53,8.85,25.46,1.8,54.13,0.65,0.65,32.24,2004.0,Ahmednagar
94.2,26.04,11.22,2.8,43.95,19.16,8.68,24.95,2.54,56.75,0.7,0.7,33.93,2005.0,Ahmednagar
94.21,26.17,11.7,2.73,44.3,18.95,8.57,25.09,2.69,59.09,0.7,0.71,34.01,2006.0,Ahmednagar
94.16,26.68,11.32,2.69,42.65,19.33,8.75,25.44,1.87,55.91,0.67,0.67,33.52,2007.0,Ahmednagar
94.16,26.73,11.01,2.79,41.76,19.27,8.68,25.41,1.66,54.02,0.65,0.65,33.9,2008.0,Ahmednagar
94.18,27.27,11.19,2.78,41.96,19.48,8.77,25.98,1.93,54.15,0.65,0.66,33.09,2009.0,Ahmednagar
94.15,26.95,12.3,2.67,49.18,18.85,8.58,25.77,2.26,59.9,0.69,0.69,36.37,2010.0,Ahmednagar
94.14,26.58,11.19,2.78,42.35,18.98,8.55,25.33,1.74,55.11,0.65,0.66,34.65,2011.0,Ahmednagar
94.15,27.42,10.5,2.93,41.74,19.23,8.63,25.91,1.29,50.13,0.63,0.63,33.04,2012.0,Ahmednagar
94.15,26.81,11.59,2.95,46.12,18.26,8.23,25.45,1.91,57.24,0.66,0.67,34.16,2013.0,Ahmednagar
94.25,27.17,11.46,2.77,43.34,18.97,8.55,25.68,1.73,55.36,0.64,0.65,34.14,2014.0,Ahmednagar
94.3,27.59,11.32,2.72,43.66,18.97,8.53,26.03,1.72,53.15,0.62,0.63,33.91,2015.0,Ahmednagar
94.24,27.11,10.82,2.78,44.54,18.76,8.43,25.7,1.71,52.44,0.65,0.65,33.19,2016.0,Ahmednagar
94.22,27.09,10.88,2.7,43.96,19.23,8.62,25.71,1.94,52.83,0.65,0.66,34.01,2017.0,Ahmednagar
94.22,28.17,9.97,2.81,44.2,18.7,8.37,26.47,0.8,45.86,0.61,0.61,35.57,2018.0,Ahmednagar
94.24,27.53,11.39,2.92,47.06,18.6,8.39,25.95,1.67,54.82,0.65,0.66,35.79,2019.0,Ahmednagar
96.29,27.3,11.6,2.76,59.17,18.61,9.0,26.29,2.59,54.95,0.66,0.66,33.41,1990.0,Akola
96.3,28.53,9.59,2.68,52.61,19.34,9.36,27.24,1.25,43.39,0.63,0.63,40.58,1991.0,Akola
96.34,28.02,9.78,2.56,51.83,19.65,9.49,26.85,1.9,45.55,0.64,0.64,38.17,1992.0,Akola
96.36,26.71,10.9,2.54,53.92,19.72,9.53,25.98,3.19,52.98,0.7,0.7,38.76,1993.0,Akola
96.31,26.72,11.15,2.61,53.24,19.41,9.38,25.87,3.11,54.89,0.69,0.69,39.48,1994.0,Akola
96.28,28.07,10.86,2.48,51.64,19.39,9.45,26.83,2.03,50.2,0.64,0.64,39.5,1995.0,Akola
96.25,28.24,10.45,2.53,48.73,19.47,9.42,27.0,1.92,48.05,0.64,0.65,38.6,1996.0,Akola
