PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,YEAR,DISTRICT
100.88,27.63,16.69,4.37,41.48,18.91,9.43,26.91,4.55,74.93,0.59,0.57,11.89,1990.0,Palghar
100.9,27.46,16.39,4.3,37.58,19.19,9.59,26.72,3.63,73.93,0.54,0.52,13.92,1991.0,Palghar
100.93,27.53,16.24,4.43,33.25,19.76,9.8,26.7,3.44,73.64,0.53,0.52,14.88,1992.0,Palghar
100.92,27.7,16.62,4.34,38.65,19.55,9.71,26.88,4.33,74.59,0.6,0.58,13.1,1993.0,Palghar
100.87,27.55,16.39,4.59,36.02,19.37,9.61,26.8,4.86,73.95,0.59,0.58,13.64,1994.0,Palghar
100.86,27.75,16.49,4.27,41.1,19.49,9.77,26.92,3.16,73.69,0.53,0.52,12.94,1995.0,Palghar
100.83,27.58,16.53,4.36,42.38,19.25,9.58,26.73,3.93,75.03,0.57,0.55,14.73,1996.0,Palghar
100.97,27.87,16.46,4.35,39.43,19.51,9.76,26.97,3.78,73.5,0.57,0.55,11.86,1997.0,Palghar
100.85,28.17,17.09,4.32,42.13,18.95,9.45,27.32,4.3,74.37,0.6,0.59,13.91,1998.0,Palghar
100.82,27.51,16.64,4.36,39.66,19.68,9.81,26.71,3.11,75.46,0.56,0.55,14.93,1999.0,Palghar
100.8,27.69,16.46,4.23,37.76,19.41,9.71,26.93,3.8,73.58,0.56,0.55,12.46,2000.0,Palghar
100.84,27.76,16.66,4.4,47.55,19.2,8.86,26.98,3.74,74.41,0.57,0.55,11.58,2001.0,Palghar
100.91,28.1,16.56,4.41,46.34,19.36,8.93,27.35,2.8,72.37,0.51,0.5,14.75,2002.0,Palghar
100.88,28.3,16.93,4.49,46.25,19.39,8.94,27.47,4.45,73.46,0.57,0.56,10.85,2003.0,Palghar
100.89,28.16,16.81,4.5,49.54,19.1,8.82,27.38,4.8,73.37,0.56,0.54,13.52,2004.0,Palghar
100.88,27.68,16.52,4.45,46.54,19.15,8.81,26.85,5.9,74.06,0.59,0.58,14.12,2005.0,Palghar
100.88,27.75,16.93,4.48,46.7,18.9,8.72,27.02,6.11,75.57,0.61,0.59,13.52,2006.0,Palghar
100.81,28.04,17.06,4.43,46.81,19.1,8.81,27.26,5.52,74.78,0.6,0.58,13.48,2007.0,Palghar
100.84,27.56,16.61,4.3,46.8,18.85,8.65,26.81,5.28,74.54,0.6,0.59,12.85,2008.0,Palghar
100.85,28.03,17.1,4.26,47.29,19.07,8.76,27.41,4.4,74.65,0.58,0.56,12.12,2009.0,Palghar
100.81,28.21,17.65,4.19,52.39,18.47,8.55,27.53,6.42,75.95,0.63,0.61,14.31,2010.0,Palghar
100.8,27.72,16.86,4.36,45.62,18.66,8.56,27.08,5.02,74.71,0.6,0.58,15.98,2011.0,Palghar
100.84,27.31,16.59,4.4,47.03,19.24,8.81,26.69,3.62,74.89,0.58,0.56,13.15,2012.0,Palghar
100.84,27.62,16.81,4.53,48.0,18.53,8.51,26.89,5.24,75.29,0.61,0.59,13.89,2013.0,Palghar
100.93,28.15,16.61,4.28,45.78,19.05,8.75,27.3,4.43,72.59,0.55,0.54,14.27,2014.0,Palghar
100.96,28.26,16.88,4.23,48.95,18.96,8.7,27.46,3.58,73.18,0.56,0.54,15.02,2015.0,Palghar
100.93,27.69,16.71,4.26,47.21,18.54,8.52,26.9,6.18,74.86,0.59,0.58,13.23,2016.0,Palghar
100.89,27.89,16.86,4.16,47.12,19.19,8.78,27.15,6.01,74.32,0.62,0.6,13.95,2017.0,Palghar
100.89,28.01,16.62,4.18,47.29,18.59,8.49,27.36,4.12,72.56,0.56,0.55,15.99,2018.0,Palghar
100.92,27.95,17.13,4.42,49.29,18.4,8.47,27.05,6.81,75.71,0.62,0.61,15.54,2019.0,Palghar
95.86,26.89,11.76,2.69,58.81,18.9,9.13,25.97,2.91,57.07,0.67,0.68,33.8,1990.0,Parbhani
95.86,28.33,10.14,2.57,53.75,19.15,9.28,27.14,1.73,46.63,0.63,0.64,40.06,1991.0,Parbhani
95.9,28.09,10.0,2.5,54.73,19.86,9.63,26.85,2.01,46.9,0.62,0.63,36.2,1992.0,Parbhani
95.92,26.72,10.94,2.48,55.91,19.97,9.69,25.93,3.17,53.66,0.69,0.7,37.37,1993.0,Parbhani
95.87,26.74,11.46,2.62,53.79,19.71,9.56,25.84,2.79,56.65,0.67,0.67,38.11,1994.0,Parbhani
95.85,27.75,11.35,2.47,52.26,19.48,9.48,26.54,2.28,53.85,0.64,0.65,37.88,1995.0,Parbhani
95.82,27.91,10.83,2.46,50.55,19.53,9.45,26.76,2.2,50.94,0.65,0.65,37.13,1996.0,Parbhani
95.96,27.74,11.43,2.48,50.38,19.53,9.47,26.53,2.21,53.9,0.63,0.63,37.81,1997.0,Parbhani
95.86,27.6,12.18,2.41,48.2,18.9,9.22,26.58,3.07,57.66,0.7,0.71,36.24,1998.0,Parbhani
95.83,26.81,10.97,2.51,42.37,19.61,9.48,25.92,2.29,54.32,0.66,0.66,37.88,1999.0,Parbhani
95.79,27.31,10.26,2.43,40.24,19.9,9.61,26.44,2.15,47.14,0.64,0.64,34.89,2000.0,Parbhani
95.85,27.48,11.02,2.43,49.76,18.91,8.59,26.48,2.19,51.6,0.64,0.65,35.34,2001.0,Parbhani
95.89,28.25,10.62,2.57,45.01,19.26,8.75,27.1,2.07,48.22,0.63,0.64,36.54,2002.0,Parbhani
95.89,28.28,11.11,2.59,49.38,19.42,8.81,27.03,2.0,51.69,0.64,0.64,35.65,2003.0,Parbhani
95.9,27.73,11.13,2.47,44.63,19.71,8.95,26.65,1.99,51.77,0.63,0.63,35.02,2004.0,Parbhani
95.88,27.01,11.39,2.47,46.92,19.08,8.66,26.13,2.92,55.24,0.69,0.69,35.77,2005.0,Parbhani
95.9,26.72,12.14,2.33,49.04,18.86,8.56,26.01,3.64,58.84,0.7,0.7,35.96,2006.0,Parbhani
95.85,27.41,11.3,2.35,47.34,19.45,8.81,26.43,2.36,53.81,0.66,0.67,33.95,2007.0,Parbhani
95.85,27.49,11.08,2.41,47.39,18.93,8.55,26.47,2.08,52.17,0.64,0.65,34.94,2008.0,Parbhani
95.86,28.16,11.18,2.44,45.81,19.34,8.72,27.15,2.3,51.53,0.64,0.65,33.94,2009.0,Parbhani
95.84,27.79,12.34,2.39,53.27,18.7,8.51,26.83,3.0,58.07,0.71,0.71,37.86,2010.0,Parbhani
95.83,27.37,11.47,2.41,47.16,18.99,8.57,26.33,2.18,54.17,0.65,0.66,36.61,2011.0,Parbhani
95.84,27.82,10.89,2.55,50.2,18.86,8.49,26.71,2.11,50.72,0.65,0.65,34.89,2012.0,Parbhani
95.84,27.24,12.09,2.59,51.71,17.98,8.13,26.27,2.94,58.21,0.69,0.7,34.82,2013.0,Parbhani
95.95,28.08,11.53,2.45,49.39,18.79,8.49,26.82,2.04,52.92,0.62,0.63,36.1,2014.0,Parbhani
95.99,28.37,11.42,2.44,47.61,18.96,8.55,27.1,2.15,51.19,0.62,0.63,37.24,2015.0,Parbhani
95.91,28.0,11.05,2.42,50.11,18.77,8.45,26.89,2.23,51.08,0.65,0.65,36.24,2016.0,Parbhani
95.9,28.39,10.64,2.39,49.19,19.36,8.68,27.12,1.82,48.19,0.62,0.63,35.11,2017.0,Parbhani
95.91,28.44,10.27,2.38,48.26,18.48,8.28,27.17,1.87,46.21,0.62,0.63,37.41,2018.0,Parbhani
95.93,28.42,11.37,2.56,51.68,18.63,8.41,27.06,1.91,52.59,0.63,0.64,38.06,2019.0,Parbhani
93.86,24.15,12.67,3.0,49.65,17.44,8.52,23.37,4.53,69.17,0.68,0.69,32.7,1990.0,Pune
93.87,24.15,12.09,2.8,43.98,18.41,9.07,23.45,4.31,65.45,0.66,0.67,37.05,1991.0,Pune
93.89,24.74,11.46,2.86,44.61,18.97,9.37,23.78,3.34,61.66,0.63,0.64,32.46,1992.0,Pune
93.89,24.36,12.04,2.98,47.85,18.61,9.16,23.53,3.85,65.09,0.67,0.68,32.9,1993.0,Pune
93.85,23.69,12.39,3.01,44.61,18.39,9.06,23.07,4.62,68.52,0.69,0.7,34.49,1994.0,Pune
93.83,24.62,12.14,2.72,43.45,18.44,9.15,23.69,3.13,64.98,0.63,0.64,33.38,1995.0,Pune
93.8,24.4,12.26,2.74,40.46,18.46,9.12,23.5,3.98,66.89,0.67,0.68,30.69,1996.0,Pune
93.93,24.25,12.53,2.74,36.95,18.67,9.18,23.41,4.05,68.3,0.66,0.67,32.47,1997.0,Pune
93.83,24.45,13.01,2.77,41.89,18.0,8.94,23.66,4.28,69.43,0.69,0.7,33.89,1998.0,Pune
93.8,23.93,12.23,2.88,39.43,18.44,9.13,23.32,3.18,66.61,0.66,0.67,34.36,1999.0,Pune
93.78,24.33,11.91,2.76,37.16,18.78,9.34,23.59,3.17,63.57,0.62,0.63,31.36,2000.0,Pune
93.82,24.7,12.21,2.89,50.35,18.24,8.26,23.8,3.05,65.2,0.64,0.64,32.97,2001.0,Pune
93.88,25.29,11.94,2.85,51.11,18.4,8.34,24.3,2.44,61.94,0.59,0.6,36.46,2002.0,Pune
93.87,25.56,12.11,2.82,49.46,18.7,8.46,24.54,2.87,62.42,0.63,0.64,33.78,2003.0,Pune
93.88,24.52,12.3,2.85,51.01,18.4,8.34,23.77,4.33,65.64,0.66,0.67,31.12,2004.0,Pune
93.86,24.01,12.46,2.81,48.79,18.35,8.3,23.35,6.18,67.68,0.7,0.7,33.68,2005.0,Pune
93.87,24.2,12.86,2.86,50.52,18.04,8.17,23.58,6.38,69.21,0.71,0.71,33.39,2006.0,Pune
93.81,24.59,12.75,2.78,52.52,18.23,8.27,23.84,4.86,67.73,0.68,0.69,31.29,2007.0,Pune
93.82,24.31,12.37,2.78,50.99,18.41,8.3,23.55,4.17,66.3,0.66,0.67,35.42,2008.0,Pune
93.84,25.11,12.58,2.73,51.24,18.36,8.28,24.31,4.46,65.74,0.68,0.68,33.07,2009.0,Pune
93.81,24.54,13.67,2.61,57.26,17.75,8.08,23.97,5.46,71.55,0.72,0.73,33.13,2010.0,Pune
93.8,23.95,12.7,2.85,51.26,17.81,8.02,23.45,4.6,68.15,0.7,0.7,31.43,2011.0,Pune
93.82,24.52,12.07,2.85,50.05,18.48,8.31,23.71,3.04,64.35,0.64,0.65,32.68,2012.0,Pune
93.82,24.39,12.81,2.91,53.02,17.72,8.01,23.62,4.29,68.63,0.68,0.69,32.86,2013.0,Pune
93.9,24.88,12.55,2.77,51.96,18.07,8.15,23.97,4.12,65.94,0.65,0.65,31.68,2014.0,Pune
93.95,24.77,12.8,2.64,51.57,18.29,8.25,23.97,3.57,66.78,0.64,0.65,31.26,2015.0,Pune
93.9,24.47,12.32,2.77,53.59,17.63,7.94,23.74,6.13,65.71,0.69,0.69,32.59,2016.0,Pune
93.87,24.5,12.48,2.61,45.82,18.51,8.31,23.84,6.18,66.31,0.7,0.71,33.35,2017.0,Pune
93.88,24.47,12.19,2.67,44.15,18.02,8.07,23.94,4.35,64.02,0.66,0.67,32.32,2018.0,Pune
93.89,25.15,12.82,2.75,46.46,18.2,8.23,24.23,7.48,66.95,0.71,0.71,36.0,2019.0,Pune
99.52,26.91,14.85,2.76,49.65,17.44,8.52,26.15,6.71,71.34,0.76,0.77,27.06,1990.0,Raigad
99.53,26.87,14.4,2.59,43.98,18.41,9.07,26.1,6.14,69.28,0.73,0.74,33.69,1991.0,Raigad
99.55,27.24,13.97,2.7,44.61,18.97,9.37,26.31,4.95,66.86,0.71,0.72,27.91,1992.0,Raigad
99.55,27.06,14.43,2.77,47.85,18.61,9.16,26.26,5.85,68.95,0.76,0.77,27.39,1993.0,Raigad
99.51,26.57,14.5,2.82,44.61,18.39,9.06,25.92,6.81,70.59,0.75,0.76,31.1,1994.0,Raigad
99.49,27.28,14.39,2.57,43.45,18.44,9.15,26.37,4.5,68.35,0.72,0.73,30.76,1995.0,Raigad
99.46,26.99,14.55,2.64,40.46,18.46,9.12,26.14,5.74,70.36,0.75,0.75,29.09,1996.0,Raigad
99.6,27.02,14.68,2.59,36.95,18.67,9.18,26.19,5.7,70.68,0.74,0.75,29.14,1997.0,Raigad
99.48,27.35,15.22,2.65,41.89,18.0,8.94,26.55,6.03,71.07,0.76,0.77,32.06,1998.0,Raigad
99.45,26.71,14.52,2.72,39.43,18.44,9.13,26.05,4.49,70.14,0.75,0.76,31.76,1999.0,Raigad
99.43,26.82,14.38,2.61,37.16,18.78,9.34,26.12,4.97,68.92,0.73,0.74,29.36,2000.0,Raigad
99.48,27.06,14.61,2.74,50.35,18.24,8.26,26.27,4.78,69.75,0.74,0.75,27.96,2001.0,Raigad
99.54,27.75,14.35,2.68,51.11,18.4,8.34,26.86,3.71,66.47,0.7,0.71,30.9,2002.0,Raigad
99.52,27.79,14.75,2.64,49.46,18.7,8.46,26.93,4.82,68.16,0.73,0.74,28.72,2003.0,Raigad
99.52,27.3,14.58,2.76,51.01,18.4,8.34,26.61,6.29,68.45,0.74,0.75,29.48,2004.0,Raigad
99.51,26.91,14.57,2.66,48.79,18.35,8.3,26.18,8.66,69.73,0.75,0.76,29.23,2005.0,Raigad
99.51,27.18,14.98,2.73,50.52,18.04,8.17,26.47,9.12,70.82,0.76,0.76,28.67,2006.0,Raigad
99.45,27.48,14.95,2.71,52.52,18.23,8.27,26.69,7.32,69.77,0.74,0.75,28.91,2007.0,Raigad
99.47,27.08,14.49,2.65,50.99,18.41,8.3,26.32,6.51,68.6,0.74,0.75,31.19,2008.0,Raigad
99.48,27.73,14.93,2.61,51.24,18.36,8.28,26.97,6.46,69.06,0.75,0.76,28.74,2009.0,Raigad
99.45,27.38,15.88,2.45,57.26,17.75,8.08,26.76,8.37,73.33,0.78,0.79,28.08,2010.0,Raigad
99.43,26.89,14.88,2.7,51.26,17.81,8.02,26.34,7.07,70.34,0.76,0.77,28.13,2011.0,Raigad
99.48,26.97,14.33,2.67,50.05,18.48,8.31,26.27,4.87,68.17,0.74,0.75,29.69,2012.0,Raigad
99.48,27.01,14.97,2.67,53.02,17.72,8.01,26.28,6.56,71.21,0.76,0.77,27.01,2013.0,Raigad
99.55,27.62,14.63,2.63,51.96,18.07,8.15,26.78,6.12,67.61,0.72,0.73,29.61,2014.0,Raigad
99.6,27.59,14.94,2.53,51.57,18.29,8.25,26.81,4.42,68.78,0.72,0.73,28.93,2015.0,Raigad
99.56,27.15,14.53,2.65,53.59,17.63,7.94,26.4,8.56,68.69,0.75,0.75,28.24,2016.0,Raigad
99.52,27.34,14.78,2.51,45.82,18.51,8.31,26.62,8.22,69.16,0.76,0.76,30.06,2017.0,Raigad
99.53,27.36,14.42,2.53,44.15,18.02,8.07,26.74,5.61,67.11,0.73,0.74,28.45,2018.0,Raigad
99.54,27.67,15.16,2.59,46.46,18.2,8.23,26.8,8.96,70.08,0.77,0.77,30.76,2019.0,Raigad
100.51,27.71,16.88,4.31,48.21,18.17,8.97,27.07,6.31,75.53,0.64,0.63,12.85,1990.0,Ratnagiri
100.52,27.74,16.75,4.23,42.57,18.79,9.31,27.07,6.02,74.62,0.6,0.59,14.4,1991.0,Ratnagiri
100.54,27.56,16.5,4.17,42.04,19.22,9.53,26.94,5.57,74.27,0.59,0.58,16.29,1992.0,Ratnagiri
100.54,27.54,16.82,4.32,46.71,18.9,9.38,26.96,7.03,75.69,0.65,0.64,16.33,1993.0,Ratnagiri
100.5,27.61,16.66,4.33,43.3,19.15,9.47,26.95,5.67,74.93,0.63,0.62,15.04,1994.0,Ratnagiri
100.48,27.75,16.71,4.02,44.55,18.7,9.31,27.09,5.23,74.45,0.61,0.59,15.21,1995.0,Ratnagiri
100.45,27.63,16.81,4.28,43.25,18.72,9.29,26.95,6.4,75.78,0.63,0.62,17.82,1996.0,Ratnagiri
100.59,28.07,16.93,4.08,40.52,18.98,9.42,27.28,6.38,74.7,0.6,0.59,16.32,1997.0,Ratnagiri
100.47,28.2,17.28,4.18,44.17,18.44,9.19,27.42,6.99,75.34,0.64,0.63,17.94,1998.0,Ratnagiri
100.44,27.7,16.8,4.22,43.72,18.95,9.42,27.07,5.46,75.01,0.61,0.6,16.14,1999.0,Ratnagiri
100.43,27.61,16.71,4.1,40.62,19.04,9.47,27.02,5.37,74.75,0.62,0.6,15.58,2000.0,Ratnagiri
100.47,27.75,16.82,4.29,54.47,18.65,8.59,27.12,4.41,75.08,0.61,0.6,13.65,2001.0,Ratnagiri
100.53,28.32,16.97,4.1,53.27,18.91,8.7,27.67,5.02,73.2,0.61,0.59,14.37,2002.0,Ratnagiri
100.5,28.44,17.08,4.17,54.08,18.96,8.72,27.89,4.37,72.76,0.57,0.56,13.68,2003.0,Ratnagiri
100.51,28.11,17.0,4.21,53.0,18.84,8.67,27.55,5.68,74.02,0.61,0.6,17.23,2004.0,Ratnagiri
100.5,27.87,16.91,4.31,53.32,18.76,8.62,27.19,6.61,74.82,0.62,0.61,13.86,2005.0,Ratnagiri
100.5,27.86,17.15,4.22,53.96,18.76,8.63,27.32,7.86,75.69,0.65,0.64,14.54,2006.0,Ratnagiri
100.44,28.09,17.28,4.18,55.34,18.36,8.46,27.48,7.81,75.24,0.63,0.62,15.15,2007.0,Ratnagiri
100.45,27.95,16.82,4.14,53.34,19.01,8.72,27.3,5.43,73.96,0.61,0.6,15.55,2008.0,Ratnagiri
100.47,28.08,17.37,4.04,53.18,18.55,8.51,27.63,6.49,75.25,0.62,0.61,16.01,2009.0,Ratnagiri
100.43,28.26,17.86,3.92,58.13,17.97,8.3,27.7,7.93,76.67,0.67,0.65,16.49,2010.0,Ratnagiri
100.43,27.89,17.09,4.15,52.89,18.39,8.4,27.38,7.39,74.95,0.63,0.62,17.95,2011.0,Ratnagiri
100.47,27.68,16.72,4.16,52.29,18.89,8.63,27.19,5.84,73.96,0.62,0.6,15.28,2012.0,Ratnagiri
100.47,27.9,16.99,4.28,53.47,18.44,8.46,27.32,6.28,74.79,0.63,0.62,16.45,2013.0,Ratnagiri
100.54,28.27,16.99,4.04,53.49,18.64,8.54,27.66,5.44,73.21,0.6,0.58,14.22,2014.0,Ratnagiri
100.58,28.55,17.04,3.84,53.37,19.03,8.73,27.96,2.92,72.31,0.52,0.51,14.94,2015.0,Ratnagiri
100.55,27.9,16.89,4.2,54.66,18.12,8.29,27.28,5.73,74.52,0.59,0.58,14.67,2016.0,Ratnagiri
100.51,28.13,17.17,3.98,46.84,19.03,8.69,27.52,4.43,74.64,0.61,0.6,16.24,2017.0,Ratnagiri
100.51,28.12,16.94,3.94,45.23,18.38,8.39,27.68,4.48,73.1,0.59,0.58,15.69,2018.0,Ratnagiri
100.53,28.16,17.46,4.12,45.97,18.75,8.63,27.53,7.09,75.71,0.64,0.63,14.61,2019.0,Ratnagiri
93.87,25.36,12.24,3.45,60.43,18.27,9.25,24.27,3.05,64.6,0.66,0.66,30.87,1990.0,Sangli
93.87,25.93,11.95,3.12,58.94,18.61,9.45,24.77,2.9,61.39,0.65,0.65,34.84,1991.0,Sangli
93.89,25.89,11.48,3.11,57.15,19.09,9.71,24.68,2.61,59.42,0.63,0.63,31.39,1992.0,Sangli
93.9,25.33,11.9,3.27,58.98,19.22,9.76,24.31,3.23,62.63,0.66,0.66,32.73,1993.0,Sangli
93.86,25.33,12.24,3.39,56.11,19.21,9.72,24.23,2.9,64.68,0.65,0.65,32.5,1994.0,Sangli
93.84,25.86,12.22,2.99,54.53,18.96,9.66,24.6,2.37,63.13,0.62,0.62,31.1,1995.0,Sangli
93.81,25.53,12.1,3.08,52.73,18.86,9.58,24.39,3.15,63.86,0.66,0.66,31.42,1996.0,Sangli
93.94,25.8,12.44,3.0,48.86,18.89,9.61,24.61,3.0,64.34,0.64,0.64,32.26,1997.0,Sangli
93.85,25.82,12.86,3.07,49.92,18.69,9.57,24.63,3.41,66.28,0.68,0.68,33.17,1998.0,Sangli
93.81,25.44,11.91,3.18,46.86,19.36,9.81,24.39,2.51,62.08,0.64,0.64,32.28,1999.0,Sangli
93.79,25.64,11.84,3.09,44.79,19.46,9.84,24.54,2.49,60.94,0.63,0.63,31.87,2000.0,Sangli
93.84,25.94,11.96,3.3,51.86,19.05,8.68,24.69,2.03,61.46,0.6,0.61,30.48,2001.0,Sangli
93.89,26.6,11.94,3.14,49.88,19.32,8.81,25.29,1.96,59.35,0.59,0.59,32.85,2002.0,Sangli
93.88,27.09,11.89,3.11,51.01,19.55,8.91,25.67,1.63,58.13,0.59,0.59,29.9,2003.0,Sangli
93.89,25.92,12.01,3.18,47.43,19.41,8.85,24.79,2.38,61.25,0.62,0.62,30.94,2004.0,Sangli
93.86,25.56,12.32,3.13,51.47,18.95,8.63,24.5,3.14,63.68,0.66,0.66,31.75,2005.0,Sangli
93.88,25.47,12.52,3.23,51.53,18.94,8.63,24.48,3.59,65.03,0.67,0.67,31.14,2006.0,Sangli
93.82,25.93,12.53,3.07,51.6,18.88,8.61,24.82,3.09,63.67,0.65,0.65,31.91,2007.0,Sangli
93.83,25.63,12.28,3.13,49.54,19.21,8.73,24.51,2.26,63.09,0.62,0.62,31.0,2008.0,Sangli
93.85,26.37,12.44,3.1,50.42,18.83,8.55,25.24,2.55,62.27,0.64,0.64,30.58,2009.0,Sangli
93.82,26.34,13.33,3.02,56.96,18.36,8.4,25.21,2.81,66.43,0.66,0.66,31.61,2010.0,Sangli
93.81,25.7,12.24,3.28,49.06,18.84,8.51,24.63,2.63,62.57,0.64,0.64,30.34,2011.0,Sangli
93.83,26.34,11.75,3.18,49.72,19.12,8.64,25.08,1.94,59.12,0.6,0.61,31.2,2012.0,Sangli
93.83,26.04,12.49,3.28,50.68,18.58,8.43,24.81,2.45,63.61,0.64,0.64,31.33,2013.0,Sangli
93.91,26.39,12.41,3.05,52.38,18.51,8.39,25.1,2.18,61.73,0.61,0.61,29.4,2014.0,Sangli
93.96,26.91,12.24,2.98,50.79,19.19,8.71,25.49,1.68,59.37,0.57,0.57,31.99,2015.0,Sangli
93.91,25.93,12.08,3.07,51.53,18.53,8.39,24.8,3.81,61.79,0.66,0.66,32.82,2016.0,Sangli
93.89,25.79,12.32,2.92,50.57,19.22,8.68,24.73,3.19,63.08,0.66,0.66,31.37,2017.0,Sangli
93.89,25.77,12.09,2.91,51.11,18.45,8.33,24.84,3.07,61.05,0.65,0.65,32.0,2018.0,Sangli
93.9,26.28,12.82,3.08,51.73,18.66,8.5,25.11,5.0,64.69,0.7,0.69,33.09,2019.0,Sangli
95.14,25.1,13.05,2.9,56.15,18.52,9.16,24.24,5.58,69.09,0.69,0.68,31.2,1990.0,Satara
95.14,25.37,12.71,2.7,53.12,18.85,9.37,24.47,5.29,66.33,0.66,0.65,36.8,1991.0,Satara
95.16,25.63,12.16,2.71,51.09,19.57,9.69,24.63,4.55,63.36,0.64,0.64,31.28,1992.0,Satara
95.17,25.18,12.61,2.86,53.74,19.54,9.7,24.33,5.53,66.4,0.69,0.68,31.51,1993.0,Satara
95.13,24.94,12.94,2.91,50.04,19.52,9.69,24.12,5.17,68.89,0.68,0.67,32.89,1994.0,Satara
95.1,25.51,12.84,2.57,49.82,19.37,9.6,24.49,4.18,66.85,0.64,0.64,31.15,1995.0,Satara
95.08,25.24,12.87,2.67,46.37,19.38,9.56,24.3,5.4,68.26,0.68,0.67,30.81,1996.0,Satara
95.22,25.42,13.14,2.6,44.86,19.14,9.52,24.45,5.3,68.82,0.65,0.65,31.23,1997.0,Satara
95.11,25.53,13.5,2.69,45.89,18.98,9.47,24.59,6.03,69.64,0.69,0.68,33.77,1998.0,Satara
95.07,25.09,12.74,2.75,43.01,19.61,9.76,24.29,4.33,66.88,0.67,0.66,32.61,1999.0,Satara
95.05,25.24,12.61,2.65,40.29,19.7,9.79,24.41,4.12,65.58,0.65,0.64,31.11,2000.0,Satara
95.1,25.42,12.84,2.79,48.39,19.11,8.71,24.5,3.83,66.89,0.65,0.65,31.48,2001.0,Satara
95.16,25.95,12.83,2.66,46.1,19.42,8.86,24.98,3.93,65.04,0.63,0.63,34.21,2002.0,Satara
95.14,26.51,12.77,2.65,46.33,19.59,8.93,25.44,3.56,63.64,0.63,0.62,31.81,2003.0,Satara
95.15,25.62,12.86,2.75,43.74,19.55,8.91,24.76,5.08,66.08,0.66,0.65,29.72,2004.0,Satara
95.13,25.32,12.96,2.76,48.52,19.03,8.67,24.46,6.35,67.29,0.68,0.67,31.48,2005.0,Satara
95.14,25.31,13.28,2.81,48.24,18.94,8.63,24.54,7.44,68.89,0.7,0.69,30.95,2006.0,Satara
95.08,25.77,13.33,2.71,47.55,19.22,8.76,24.84,6.32,67.98,0.67,0.66,31.55,2007.0,Satara
95.09,25.36,12.96,2.68,45.3,19.31,8.76,24.48,4.58,67.02,0.65,0.65,33.44,2008.0,Satara
95.11,26.04,13.25,2.65,45.25,19.17,8.7,25.15,5.37,66.95,0.67,0.67,31.13,2009.0,Satara
95.08,25.8,14.18,2.54,51.95,18.6,8.51,25.01,6.43,71.43,0.71,0.7,32.16,2010.0,Satara
95.07,25.22,13.15,2.81,44.91,18.86,8.53,24.5,6.0,67.9,0.68,0.67,29.97,2011.0,Satara
95.1,25.66,12.63,2.73,44.58,19.22,8.68,24.72,4.47,65.03,0.65,0.65,31.16,2012.0,Satara
95.1,25.5,13.35,2.82,46.83,18.63,8.46,24.58,5.25,68.99,0.68,0.67,30.61,2013.0,Satara
95.17,25.97,13.13,2.66,47.08,18.69,8.48,24.97,4.59,66.15,0.63,0.63,30.49,2014.0,Satara
95.22,26.02,13.27,2.53,45.77,19.27,8.74,25.05,3.27,66.33,0.63,0.62,29.99,2015.0,Satara
95.18,25.55,12.83,2.69,47.79,18.62,8.43,24.67,7.27,66.15,0.67,0.66,31.81,2016.0,Satara
95.15,25.55,13.11,2.53,48.17,19.29,8.7,24.73,6.32,67.29,0.69,0.68,32.25,2017.0,Satara
95.15,25.6,12.84,2.56,48.32,18.33,8.27,24.89,5.55,65.18,0.66,0.65,30.52,2018.0,Satara
95.17,26.13,13.47,2.66,49.4,18.71,8.51,25.14,8.71,67.84,0.7,0.69,34.58,2019.0,Satara
98.81,27.15,15.19,3.09,48.21,18.17,8.97,26.32,5.86,72.25,0.67,0.66,24.58,1990.0,Sindhudurg
98.81,27.37,15.2,2.95,42.57,18.79,9.31,26.48,6.04,71.52,0.65,0.64,27.06,1991.0,Sindhudurg
98.83,27.13,14.85,2.91,42.04,19.22,9.53,26.29,5.85,70.72,0.66,0.65,23.07,1992.0,Sindhudurg
98.83,27.06,15.16,3.02,46.71,18.9,9.38,26.29,6.46,72.16,0.68,0.67,24.5,1993.0,Sindhudurg
98.8,26.9,15.32,3.1,43.3,19.15,9.47,26.09,6.65,73.53,0.69,0.68,25.1,1994.0,Sindhudurg
98.77,27.24,15.24,2.81,44.55,18.7,9.31,26.33,5.65,72.15,0.66,0.65,25.52,1995.0,Sindhudurg
98.74,27.03,15.23,3.01,43.25,18.72,9.29,26.19,6.66,73.02,0.69,0.68,23.75,1996.0,Sindhudurg
98.89,27.54,15.5,2.84,40.52,18.98,9.42,26.57,7.27,72.53,0.64,0.63,24.92,1997.0,Sindhudurg
98.77,27.5,15.87,2.96,44.17,18.44,9.19,26.58,6.82,73.61,0.69,0.68,25.38,1998.0,Sindhudurg
98.73,27.15,15.26,2.92,43.72,18.95,9.42,26.36,6.15,72.14,0.66,0.65,25.49,1999.0,Sindhudurg
98.72,27.06,15.18,2.89,40.62,19.04,9.47,26.28,5.66,71.91,0.67,0.66,24.01,2000.0,Sindhudurg
98.77,27.38,15.15,3.01,54.47,18.65,8.59,26.51,4.48,71.3,0.65,0.64,22.07,2001.0,Sindhudurg
